"candidate_id","source","source_record_id","narrative","source_native_outcome","activity_if_known"
"OSHA-SIR-2024010158","OSHA_SIR","2024010158","An employee pulled a stand of drill pipe back and had just finished pushing it back into a ""finger"" before securing it with rope. The driller was coming down with top drives and blocks. A gust of wind blew the employee's secondary retention into the Kelly hose clamp. As a result, the top drive pulled the cable and the employee down into the steel frame of the derrick board. The employee's left hip and right femur were fractured.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00"," Caught, entangled in running powered equipment  normal operation"
"OSHA-SIR-2024021317","OSHA_SIR","2024021317","An employee was operating a winch when his left hand got caught under a cable, resulting in an amputation of the ring fingertip.","Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00"," Caught, entangled in running powered equipment  normal operation"
"OSHA-SIR-2025077460","OSHA_SIR","2025077460","At approximately 10:40 AM, on July 30, 2025, during operations on a rig at a well, the injured employee was in the derrick, working to pull back a joint of pipe. He encountered a shorter-than-standard pipe, which prevented him from securing his arm around it, so he grabbed the pipe by the collar with his left hand. The blocks were being lowered at the time. The bottom of the blocks contacted the top of the pipe while the employee's fingers were inside the collar. His middle and ring fingers were amputated and the index finger was partially amputated. The employee was hospitalized and required surgery.","Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00"," Caught, entangled in running powered equipment  normal operation"
"OSHA-SIR-20251010530","OSHA_SIR","20251010530","An employee was stepping down off a 6-inch containment platform to finish loading his truck, when his right ankle rolled. The employee sustained a fractured tibia and fibula at the right ankle and required surgery.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Climbing or stepping  up or down"
"OSHA-SIR-20251010647","OSHA_SIR","20251010647","An employee was standing in an excavation, about 12 feet deep, to check a natural gas pipeline for leaks. The excavation's sides sloughed, and the employee was buried up to the waist. The employee suffered a broken left lower leg.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00"," Collapse, engulfment  open trench or excavation"
"OSHA-SIR-2025032579","OSHA_SIR","2025032579","An employee was operating a forklift in a yard to move empty poly totes when his left foot got caught on a stationary tote as he passed by it. His foot then twisted backward, resulting in a fractured tibia that required hospitalization and surgery.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00"," Collision with stationary object, nonroadway"
"OSHA-SIR-2024076029","OSHA_SIR","2024076029","An employee was running casing when they pulled the hydraulic power tongs using the handle and the handle crushed their right middle finger against the drill pipe. The employee sustained an amputation to the fingertip and nail.","Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00","Compressed between running equipment and other object(s)"
"OSHA-SIR-2025021422","OSHA_SIR","2025021422","A crew was utilizing a forklift to install fence barriers around a well. The carriage of the forklift was being used to push down on the fence frame and push the legs of the barriers into the feet slots in the ground. The injured employee was signaling the forklift operator with his left hand while his right hand was on the barrier next to the one being installed. The forklift was pushing down on the barrier when the carriage slipped and contacted the injured employee's right index and middle fingers, resulting in amputations.","Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00","Compressed between running equipment and other object(s)"
"OSHA-SIR-2024043008","OSHA_SIR","2024043008","An employee was hoisting a piece of equipment and pushing a stabilizer pipe out a gate/door. The pipe was lowered. This caused the hoist to lose tension, and the pipe pinned the employee against other, stationary pipes. The employee sustained a broken jaw.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Compressed between running equipment and other object(s)"
"OSHA-SIR-2024010753","OSHA_SIR","2024010753","The injured employee drove a dump truck to a worksite to unload a portion of rock. A mini excavator was parked and waiting on the shoulder of the road. When the injured employee exited the dump truck, the mini excavator rotated and the injured employee's middle finger was caught between the cab door of the excavator and the open door of the dump truck, resulting in a distal amputation of the third digit.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Compressed between running equipment and other object(s)"
"OSHA-SIR-2024098564","OSHA_SIR","2024098564","A crew was connecting a trailer to a pickup. The crew used a forklift to lift the trailer to put it on the receiver. The injured employee's left index finger was on the ball hitch when the forklift set the trailer down, resulting in amputation at the first joint.","Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00","Compressed between running equipment and other object(s)"
"OSHA-SIR-2024010903","OSHA_SIR","2024010903","An employee was working to set a drive pin on an S-hook so a forklift could pick up a part and bring it to the paint department. The employee's left middle finger was pinched between the pin and the S-hook resulting in a partial amputation.","Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00","Contact incidents  unspecified"
"OSHA-SIR-2024032181","OSHA_SIR","2024032181","An employee was pulling drill line from the drill spool while the top drive was not set on the docking pins. The deadman was unexpectedly released which caused the top drive to fall to the drill floor from a height of 30 feet. This caused the drill line that was being pulled out and laid on the ground to retract and strike an employee. The employee suffered fractures to his legs and neck.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Contact incidents  unspecified"
"OSHA-SIR-2024021751","OSHA_SIR","2024021751","An employee was trying to lower the level on a condensate boiler by opening a pump case drain line. The plugged condensate line shifted unexpectedly and pinched the employee's left hand against a stanchion. The employee suffered burns to the hand.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Contact with hot objects or substances"
"OSHA-SIR-20231211158","OSHA_SIR","20231211158","An employee was preparing a boiler for curtailment (switching boiler from natural gas to a liquid fuel source). The employee had just removed the plug at the end of the boiler in preparation for the atomizing fuel oil gun to be inserted. When the plug was removed a flame event occurred engulfing the employee's face, neck, chest, and arms. The employee suffered second-degree burns to the face, arms, and hands.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Contact with hot objects or substances"
"OSHA-SIR-2024042848","OSHA_SIR","2024042848","A crew of two was attempting to blind/isolate the loop to the re-slurry control valve to the north rise. As the employees were loosening the bolts to open the pipe and placing the blind, a valve that was holding back the slurry opened. This released the hot slurry (640 degrees Fahrenheit) onto the employees performing the work. Both employees sustained thermal burns from the slurry and were hospitalized.","Hospitalized=2.00; Amputation=0.00; Loss of Eye=0.00","Contact with hot objects or substances"
"OSHA-SIR-2024010090","OSHA_SIR","2024010090","An employee's left ring finger was caught between two pipes (one stationary and the other being rolled). The employee suffered a partial finger amputation.","Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00","Contact with non-running objects or equipment  unspecified "
"OSHA-SIR-2024087293","OSHA_SIR","2024087293","An employee was loosening a valve on a frac tank when the wrench slipped, causing the employee to lose their balance and fall on the injured employee on the same level. The employee sustained a fractured left leg.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00"," Contact with other person, nonviolent or intent unknown  n.e.c."
"OSHA-SIR-2024021562","OSHA_SIR","2024021562","Employees were installing a manual start switch on a 480-volt variable speed drive motor controller on a saltwater disposal (SWD) well control panel when an arc flash occurred. Two employee sustained burns and were hospitalized.","Hospitalized=2.00; Amputation=0.00; Loss of Eye=0.00","Direct exposure to electricity  greater than 220 volts"
"OSHA-SIR-2024010671","OSHA_SIR","2024010671","An employee was unwiring the secondary side of a de-energized transformer and draining oil for repairs when a wire came loose and shocked the employee. The employee was hospitalized.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Direct exposure to electricity  unspecified"
"OSHA-SIR-2024010135","OSHA_SIR","2024010135","On January 6, 2024, an employee was making a swivel connection involving a winch line. As the joint was being tightened, the threads became sticky. The employee was shaking the winch line to loosen it when the bridle caught on the line and wrapped around his finger. His middle finger was amputated past the fingernail and before the first knuckle.","Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00","Entangled in non-running object"
"OSHA-SIR-2024065474","OSHA_SIR","2024065474","An employee was positioning a single joint on a pipe rack and became caught between the corner of the pipe rack and the spooling trailer, resulting in fractures to the hip and pelvis.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Event or exposure  unspecified"
"OSHA-SIR-2024087059","OSHA_SIR","2024087059","An employee was plugging an air compressor into an outlet in a shed when it emitted a spark that ignited gas that had accumulated in the shed. The shed housed oil and gas equipment that may have leaked gas and a propane storage tank and fuel line that may have leaked. This resulted in a fire and explosion that caused burns to the employee's face, hands, and torso.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Explosion  unspecified"
"OSHA-SIR-2024076038","OSHA_SIR","2024076038","An employee was using an electric torque wrench on the well when it sparked and ignited pressurized gas that was leaking from the well. This caused an explosion/flash fire that burned a nearby supervising employee's hands, arms, and face.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00"," Explosion of nonpressurized vapors, gases, or liquids "
"OSHA-SIR-20251111514","OSHA_SIR","20251111514","An employee was testing a breaker that energizes a dryer when the breaker tripped. There was a propane leak from the dryer that went into the conduit and bypassed the conduit sealer that was connected to a Motor Control Center (MCC). The employee contacted the control board and instructed them turned on the dryer when the MCC exploded. The employee sustained an injury and the amputation of his right foot.","Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00"," Explosion of nonpressurized vapors, gases, or liquids "
"OSHA-SIR-2025099616","OSHA_SIR","2025099616","An employee was hydro testing and pressurizing a pipe when it blew. The lid struck the employee, causing a gash to his elbow and injury to his abdominal area that required surgery.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00"," Explosion of pressure vessel, piping, or tire"
"OSHA-SIR-2024043602","OSHA_SIR","2024043602","Employees were performing an integrity test of a section of pipe at an oil well. They were bleeding pressure off to a 2-inch line and the valve was already opened. As the inline pipe approached the line to open the valve further, the line parted and separated from the cross section. The cross section was threaded pipe that burst at the threads. The broken piping struck an employee, pushing him 33 feet away and causing fractures to his humerus and tibia.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00"," Explosion of pressure vessel, piping, or tire"
"OSHA-SIR-2025043738","OSHA_SIR","2025043738","On April 22, 2025, at approximately 6:35 p.m., an employee was working on a turnaround project. The crew was venting off nitrogen from an 18-inch pipeline into a 2-inch silencer vessel. The 18-inch pipe was pressurized with nitrogen gas at approximately 1200 psig. The silencer suddenly ruptured and its internal components were blown away. The shell of the silencer struck downward, landed on the employee's left hand due to high pressure, and lacerated the employee's left index finger resulting in amputation. The employee's left wrist was also broken.","Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00"," Explosion of pressure vessel, piping, or tire"
"OSHA-SIR-2024010031","OSHA_SIR","2024010031","Employees were flushing a chemical line at a job site. As an employee was unplugging a hose connection, residual pressure caused caustic liquids to spray under his face shield, resulting in chemical burns to the face and neck that required hospitalization.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Exposure through intact tissue"
"OSHA-SIR-2024065726","OSHA_SIR","2024065726","An employee was performing a voltage test on an electrical panel (4,160 volts) when an arc flash occurred and they sustained burns to their face and torso.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Exposure to electric arc"
"OSHA-SIR-2024098520","OSHA_SIR","2024098520","An employee was shocked while checking a breaker with a meter. The employee sustained a burn to their left middle finger.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Exposure to electricity  unspecified"
"OSHA-SIR-2025021704","OSHA_SIR","2025021704","An employee was working on an oil and gas drilling rig and tripping pipe out of the hole. After the employee finished work and took off his gloves, he noticed his fingers had frostbite.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Exposure to environmental cold  outdoor"
"OSHA-SIR-2024054626","OSHA_SIR","2024054626","The employee had been working that day on natural gas compression equipment in the field. As the employee was driving home, he experienced heat illness symptoms and was hospitalized.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Exposure to environmental heat  outdoor"
"OSHA-SIR-2024054307","OSHA_SIR","2024054307","An employee was using a sledgehammer to loosen a hammer union. The employee's sledgehammer missed the hammer union causing him to lose his balance and fall on the ground. The employee sustained a fractured wrist.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Fall on same level  n.e.c."
"OSHA-SIR-2024098181","OSHA_SIR","2024098181","On September 4, 2024, an employee was using a poke rod to clear a jam from a floor grate that dried distillers grain (DDG) is loaded into for a conveyor. He fell backward to the floor and sustained a brain bleed, two rib fractures, and fractures to their T1 and T2 vertebrae.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Fall on same level  unspecified"
"OSHA-SIR-2025032196","OSHA_SIR","2025032196","An employee was walking in a saturated area and was sinking. While balancing himself, his right ring finger was caught in a pinch point on the pipelayer. The employee sustained an amputation to the middle and distal phalanges of the right ring finger (above the middle knuckle).","Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00","Fall on same level and catch oneself"
"OSHA-SIR-2024076349","OSHA_SIR","2024076349","Two employees were carrying a drill bit and installation tool to the center of a drilling rig floor. One of them slipped and fell, and the drill bit and installation tool landed on his left hand. He suffered an open fracture and partial amputation of the last joint of the little finger, as well as a laceration to the ring finger.","Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00","Fall on same level due to slip or trip"
"OSHA-SIR-2024010071","OSHA_SIR","2024010071","An employee was parking his company vehicle. As he stepped out of the truck, the employee stepped on a patch of ice, slipped, and fell to the ground. The employee suffered a lower right leg fracture.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Fall on same level due to slip or trip"
"OSHA-SIR-2025043710","OSHA_SIR","2025043710","An employee was adjusting a sensor on a pumping unit motor. He lost balance and began to fall backward. His right ring finger was caught between the belts and the sheave, resulting in a fingertip amputation.","Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00","Fall on same level resulting in exposure or contact "
"OSHA-SIR-2024010091","OSHA_SIR","2024010091","An employee missed her chair while sitting down. She fell backward into a display case and landed on the floor. Items on top of the case then fell and struck the employee's head, causing injury to the left side of their head.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Fall on same level resulting in exposure or contact "
"OSHA-SIR-2024065117","OSHA_SIR","2024065117","An employee was working from an aerial lift to remove test equipment from an elevated stack. The aerial lift basket got stuck on something and the basket flipped, causing the employee to fall 25 feet to the ground. The employee sustained a fractured sternum, a left ankle injury, and injuries to both knees. The employee was wearing a fall harness and was connected, but slipped out of the harness.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Fall to lower level from collapsing structure or equipment  6 to 30 feet"
"OSHA-SIR-2025021221","OSHA_SIR","2025021221","An employee was on a 4-foot podium ladder when the wind blew it over. He fell, and his left middle fingertip was amputated.","Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00","Fall to lower level from collapsing structure or equipment  less than 6 feet"
"OSHA-SIR-2024098218","OSHA_SIR","2024098218","An employee was standing on the edge of a 12' benched trench when the side collapsed and he fell into the trench. His legs were buried and he sustained a fractured pelvis and fractures to his left femur, tibia, and fibula.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Fall to lower level from collapsing structure or equipment  unspecified"
"OSHA-SIR-2024076300","OSHA_SIR","2024076300","An employee was filling a 150-gallon water tank on a drilling rig truck. The pressure of the hose at the water station threw the employee from the platform to the ground 4.5 feet below. The employee suffered broken ribs and a head injury and was hospitalized.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Fall to lower level resulting from exposure or contact  less than 6 feet"
"OSHA-SIR-20251010185","OSHA_SIR","20251010185","An employee was working as a fire watch. The employee was exposed to anhydrous ammonia and was not able to see while climbing down a ladder due to eye irritation. The employee fell and was hospitalized for a broken ankle.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Fall to lower level resulting from exposure or contact  unspecified"
"OSHA-SIR-2024054631","OSHA_SIR","2024054631","The injured employee was retrieving a suitcase generator out of the bed of a pickup truck. While handing the generator to an employee on the ground, the injured employee slipped and fell off the bumper of the truck. He landed on the tongue of the trailer that the truck was coupled to. The employee sustained a bruised lung and three fractured ribs.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Fall to lower level resulting in exposure or contact  less than 6 feet"
"OSHA-SIR-2025032450","OSHA_SIR","2025032450","At 12:00 p.m. on March 14, 2025, an employee was operating a valve when it broke. This caused him to lose his balance and fall backward. He landed on a strip of metal and his right index finger was pinched between the metal and his leg. The weight of his leg and the impact from falling caused the amputation of his fingertip.","Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00"," Fall, slip, trip  unspecified "
"OSHA-SIR-2024065810","OSHA_SIR","2024065810","An employee was using a safety can to fuel a 4"" trash pump with gasoline. The fuel ignited and the employee sustained burns to their arms and hands.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00"," Fire  small-scale, limited "
"OSHA-SIR-20241110910","OSHA_SIR","20241110910","An employee was responding to a gas leak on a second-stage piping that contained natural gas. After identifying the leak, he began to walk toward his truck when the pipe ruptured, causing a fire. The employee sustained second- and third-degree burns to his ears, neck, back, and arms.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Fire  unspecified"
"OSHA-SIR-20231211334","OSHA_SIR","20231211334","An employee was diagnosing an alarm on a compressor skid. They were changing out a liquid level switch on the natural gas compressor system when there was a flash fire/explosion. The employee sustained burns to their face and ear, and severe burns to both hands. The employee was hospitalized.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00"," Fire, unspecified"
"OSHA-SIR-2024054058","OSHA_SIR","2024054058","An employee was burned on the hands, left elbow, face, neck, back, and knee during a flash fire in the gas processing unit (GPU) while it was being brought back online after equipment had been installed.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Flash fire"
"OSHA-SIR-2024054402","OSHA_SIR","2024054402","Two contractor employees were working with customer personnel to install 6"" blind skillets between a natural gas valve and flange couplings. While attempting to spread flange couplings apart to install the blind skillet, gas began leaking from the flange separation. A contractor employee attempted to seal the leak by pumping grease into the 6"" valve fitting using a battery-operated grease gun. While doing so, the escaping gas ignited and the fire engulfed the workers. One employee was hospitalized for burns to the arms, face, and the back of their neck.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Flash fire"
"OSHA-SIR-2025021642","OSHA_SIR","2025021642","An employee was on a ladder welding when a piece of slag fell onto his sweater which caught fire. The employee sustained burns to the upper body.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Ignition of clothing"
"OSHA-SIR-20231211033","OSHA_SIR","20231211033","An employee was cleaning a sight glass on a gas separation machine that was located on top of a self contained/self evacuating tank. When the valve that connected the well bore to the gas separation machine was opened, gas/vapor ignited, causing a flash fire that burned the employee's face and hands.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00"," Ignition of vapors, gases, or liquids"
"OSHA-SIR-2024065298","OSHA_SIR","2024065298","An employee was using a hydro-excavation truck on a cattle guard when the boom touched a 7,200-volt power line. The employee was hospitalized.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Indirect exposure to electricity  greater than 220 volts"
"OSHA-SIR-2024032536","OSHA_SIR","2024032536","Two employees were raising the media/debris tank to dump it. The tank contacted an overhead power line and both employees were shocked.","Hospitalized=2.00; Amputation=0.00; Loss of Eye=0.00","Indirect exposure to electricity  greater than 220 volts"
"OSHA-SIR-2025021232","OSHA_SIR","2025021232","An employee was unloading diesel fuel from one compartment in a tanker to the next compartment. Fuel was released when a valve was opened. When the employee tried to stop the flow, some of the fuel entered his mouth. He became ill due to fuel ingestion and was hospitalized.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Ingestion of harmful substance"
"OSHA-SIR-2025043700","OSHA_SIR","2025043700","An employee was working on the rig floor tripping rods when they were exposed to hydrogen sulfide (H2S) gas and became unconscious. The employee was hospitalized.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Inhalation of harmful substance  single episode or single shift"
"OSHA-SIR-20251010189","OSHA_SIR","20251010189","Employees were exposed to a vapor cloud of anhydrous ammonia. Two employees suffered respiratory distress and were hospitalized.","Hospitalized=2.00; Amputation=0.00; Loss of Eye=0.00","Inhalation of harmful substance  single episode or single shift"
"OSHA-SIR-2024098252","OSHA_SIR","2024098252","Two employees were lifting a schedule 40 pipe over a cattle fence to install a natural gas line when one employee lost his footing and his finger became caught between the pipe and the fence. The employee sustained an amputation of the top of his left middle finger.","Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00","Injured by object handled by person  n.e.c."
"OSHA-SIR-2024065679","OSHA_SIR","2024065679","An employee was working to replace an air line. The line needed to be trimmed to fit and the employee was using a utility knife to cut the hose. The knife cut through the hose and the employee's glove, amputating their left index fingertip.","Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00","Injured by object held or wielded by person"
"OSHA-SIR-2025032390","OSHA_SIR","2025032390","An employee was working on a well. He turned the well on and off, trying to get the head of the well to come up. He then went to adjust the well with a wrench. To access the fittings at the front of the well, the employee put his wrench on the pulley bar to slow down the well. The employee's finger was pinched between the wrench and an angle iron, resulting in amputation to the left ring fingertip.","Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00","Injured by object held or wielded by person"
"OSHA-SIR-2024021406","OSHA_SIR","2024021406","An employee was trying to restart an engine on a compressor that went down. The engine flywheel and starter were not aligned. The employee attempted to use a bar to roll over the flywheel when built-up air pressure caused the entire engine to roll over. The bar then slammed into the employee's left arm, resulting in an injury.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Injured by object held or wielded by person"
"OSHA-SIR-20251010320","OSHA_SIR","20251010320","On October 15, 2025, an employee and crew were fishing a rod box on a parted rod string. The crew ran a reverse grapple down the hole to retrieve the broken rod box. The employee was using a 36-inch pipe wrench to apply pressure and break a connection down the well bore. Another connection down the well bore unexpectedly released, causing the torque applied to the rod string to return to the surface. The employee lost their grip on the wrench and it then spun around and struck their arm, resulting in a fracture.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Injured by object held or wielded by person"
"OSHA-SIR-2024021188","OSHA_SIR","2024021188","An employee was working from a scaffold over a blowout preventer, using a 5-foot bar to position an orbit valve. An air winch on the rig floor was being used to lift the valve and hold it in place. The air winch line went taut suddenly and struck the 5-foot bar, pushing it toward the substructure of the drilling rig. When the bar struck the substructure, the employee's left ring fingertip was caught between them. The fingertip was amputated.","Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00","Injured by object held or wielded by person"
"OSHA-SIR-20241211383","OSHA_SIR","20241211383","Two employees were sliding a floor grate toward the front of a chiller. When the grate reached the middle of the unit, two additional employees began lifting it over a gap. The grate became stuck and the injured employee went to the front of the chiller, released the obstruction, and began to move away. The grate (still being pushed forward) struck his lower left leg, pinning it against the chiller frame and breaking the tibia.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Injured by object pushed or pulled by person"
"OSHA-SIR-2025043243","OSHA_SIR","2025043243","Three employees were plugging an oil and gas well when one of the onsite explosives detonated prematurely, injuring one employee. The employee sustained multiple lacerations and fractures to the waist and legs.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Intentionally set explosion"
"OSHA-SIR-2024109936","OSHA_SIR","2024109936","An employee was driving a utility task vehicle (UTV) when it struck a load of steel angle iron that was resting on forklift forks, resulting in facial fractures.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Nonroadway collision with other vehicle(s) moving and standing vehicle"
"OSHA-SIR-2025076412","OSHA_SIR","2025076412","On July 3, 2025, at approximately 9:45 PM, an employee was operating a utility task vehicle (UTV) on a project road when the UTV struck the rear of a reversing bulldozer. The employee struck their head and face on the UTV dashboard and collapsed onto a UTV passenger. The employee was hospitalized with a forehead laceration, a nasal fracture, and central cord syndrome. The other employee on the UTV sustained a bruised left forearm and was not hospitalized.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00"," Nonroadway collision with other vehicle(s) moving in opposite directions, oncoming"
"OSHA-SIR-2025088413","OSHA_SIR","2025088413","An employee was loading an aerial lift onto a truck trailer. The aerial lift became unbalanced and the employee was ejected from the basket. The employee sustained fractures to their nose and pelvis and was hospitalized.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Nonroadway noncollision  fall or jump from moving vehicle"
"OSHA-SIR-20241211880","OSHA_SIR","20241211880","An employee was operating a skid steer on a pit line when it rolled. The employee sustained fractured ribs.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Nonroadway noncollision  vehicle overturn"
"OSHA-SIR-2025088531","OSHA_SIR","2025088531","An employee was descending a dirt road on a utility task vehicle (UTV) after finishing fueling a booster pump. The vehicle left the dirt road and went over a fallen tree. The employee sustained broken ankles, a sprained left wrist, and a contusion/scrape on his upper abdomen. The employee was hospitalized.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Nonroadway noncollision incident  unspecified"
"OSHA-SIR-2024010047","OSHA_SIR","2024010047","An employee was standing on top of a pump truck when he slipped and fell to the ground. The employee suffered a skull fracture.","Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00","Other fall to lower level  6 to 30 feet"
