expansion_id,candidate_id,incident_id,source,source_record_id,source_year,report_type_if_known,activity_if_known,location_if_known,narrative,source_native_outcome,source_native_classification,duplicate_group,normalized_narrative_sha256,retrieval_strata,primary_stratum,length_band,partition,selection_basis,annotation_pass,sif_label,sif_evidence_excerpt,sif_rationale,hazard_energy_assessment,hazard_energy_evidence,personnel_exposure_assessment,personnel_exposure_evidence,barrier_failure_assessment,barrier_failure_evidence,credible_consequence_assessment,credible_consequence_evidence,uncertainty_reason,LSR01_target,LSR01_evidence,LSR01_violation_status,LSR01_unknown_reason,LSR02_target,LSR02_evidence,LSR02_violation_status,LSR02_unknown_reason,LSR03_target,LSR03_evidence,LSR03_violation_status,LSR03_unknown_reason,LSR04_target,LSR04_evidence,LSR04_violation_status,LSR04_unknown_reason,LSR05_target,LSR05_evidence,LSR05_violation_status,LSR05_unknown_reason,LSR06_target,LSR06_evidence,LSR06_violation_status,LSR06_unknown_reason,LSR07_target,LSR07_evidence,LSR07_violation_status,LSR07_unknown_reason,LSR08_target,LSR08_evidence,LSR08_violation_status,LSR08_unknown_reason,LSR09_target,LSR09_evidence,LSR09_violation_status,LSR09_unknown_reason,annotation_status,label_provenance,annotation_version,annotator_model,annotator_id,annotated_at_utc,first_pass_annotator_id,second_pass_annotator_id,adjudicator_id,final_review_status,final_label_provenance
EXP-V0.4-0036,OSHA-SIR-2025099529,OSHA-SIR-2025099529,OSHA_SIR,2025099529,2025,Incident, Fall to lower level from collapsing structure or equipment  unspecified,"ATHENS, TEXAS",An employee was standing on an extension ladder that was leaning against the wall while pulling wire through the ceiling. The ladder and the employee slipped and fell to the floor. The employee was hospitalized with a fractured femur.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-43eefd97faf0,6291c144d76aee8000bc38f9be274bf061a433f6acdb7a8f224033fa1b557b04,LSR09,LSR09,medium,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions,PASS1,UNCERTAIN,An employee was standing on an extension ladder that was leaning against the wall while pulling wire through the ceiling. The ladder and the employee slipped and fell to the floor. The employee was hospitalized with a fractured femur.,"Material exposure, energy, or consequence detail is missing, so the SIF judgment cannot be resolved without inference.",SUPPORTED,An employee was standing on an extension ladder that was leaning against the wall while pulling wire through the ceiling. The ladder and the employee slipped and fell to the floor. The employee was hospitalized with a fractured femur.,SUPPORTED,An employee was standing on an extension ladder that was leaning against the wall while pulling wire through the ceiling. The ladder and the employee slipped and fell to the floor. The employee was hospitalized with a fractured femur.,SUPPORTED,An employee was standing on an extension ladder that was leaning against the wall while pulling wire through the ceiling. The ladder and the employee slipped and fell to the floor. The employee was hospitalized with a fractured femur.,UNKNOWN,An employee was standing on an extension ladder that was leaning against the wall while pulling wire through the ceiling. The ladder and the employee slipped and fell to the floor. The employee was hospitalized with a fractured femur.,The extension-ladder height and fall distance are not stated.,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,POSITIVE,An employee was standing on an extension ladder that was leaning against the wall while pulling wire through the ceiling. The ladder and the employee slipped and fell to the floor. The employee was hospitalized with a fractured femur.,UNKNOWN,,unresolved,AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH,gpt-5.6-sol-ai-assisted-v0.4.0,gpt-5.6-sol,pass1-batch-01,2026-09-10T13:59:14Z,pass1-batch-01,pass2-batch-01,,FIRST_SECOND_PASS_AGREEMENT,AI_ASSISTED_GPT_5_6_SOL_CONSENSUS_OR_ADJUDICATION_NOT_HSE_GROUND_TRUTH
EXP-V0.4-0037,OSHA-SIR-20241010169,OSHA-SIR-20241010169,OSHA_SIR,20241010169,2024,Incident, Fall on same level due to slip or trip,"RICHWOOD, OHIO","An employee was preparing to unload freight from the liftgate of their truck while at a client location. They stepped into a pothole and fell onto their left side, resulting in a broken hip that required hospitalization and surgery.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-f9f8b0488aef,91ddccdf24b6bc63359e5a04f27fee63031d4441f7db1bfa62c69be08de04077,LSR03,LSR03,medium,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions,PASS1,NON_SIF_POTENTIAL,"An employee was preparing to unload freight from the liftgate of their truck while at a client location. They stepped into a pothole and fell onto their left side, resulting in a broken hip that required hospitalization and surgery.",The described mechanism is bounded and does not support a credible fatal or life-altering consequence under the stated circumstances.,SUPPORTED,"An employee was preparing to unload freight from the liftgate of their truck while at a client location. They stepped into a pothole and fell onto their left side, resulting in a broken hip that required hospitalization and surgery.",SUPPORTED,"An employee was preparing to unload freight from the liftgate of their truck while at a client location. They stepped into a pothole and fell onto their left side, resulting in a broken hip that required hospitalization and surgery.",SUPPORTED,"An employee was preparing to unload freight from the liftgate of their truck while at a client location. They stepped into a pothole and fell onto their left side, resulting in a broken hip that required hospitalization and surgery.",NOT_SUPPORTED,"An employee was preparing to unload freight from the liftgate of their truck while at a client location. They stepped into a pothole and fell onto their left side, resulting in a broken hip that required hospitalization and surgery.",,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,completed,AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH,gpt-5.6-sol-ai-assisted-v0.4.0,gpt-5.6-sol,pass1-batch-01,2026-09-10T13:59:14Z,pass1-batch-01,,,FIRST_PASS_NOT_SELECTED_FOR_SECOND_PASS,AI_ASSISTED_GPT_5_6_SOL_CONSENSUS_OR_ADJUDICATION_NOT_HSE_GROUND_TRUTH
EXP-V0.4-0038,OSHA-SIR-2020098583,OSHA-SIR-2020098583,OSHA_SIR,2020098583,2020,Incident,Other fall to lower level 6 to 10 feet,"PUEBLO, COLORADO",An employee was working from a scaffold when he lost his balance and fell 10 feet through the guard rail to the ground. He fractured his skull.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-b1eb36c05a32,19a0ff0251d49585a59c7faa630ab6493cf0635818022574ae4e77445e2f8281,LSR09;HIGH_RISK,LSR09,short,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions,PASS1,SIF_POTENTIAL,An employee was working from a scaffold when he lost his balance and fell 10 feet through the guard rail to the ground. He fractured his skull.,The described mechanism exposed personnel to uncontrolled energy with credible fatal or permanently disabling consequences.,SUPPORTED,An employee was working from a scaffold when he lost his balance and fell 10 feet through the guard rail to the ground. He fractured his skull.,SUPPORTED,An employee was working from a scaffold when he lost his balance and fell 10 feet through the guard rail to the ground. He fractured his skull.,SUPPORTED,An employee was working from a scaffold when he lost his balance and fell 10 feet through the guard rail to the ground. He fractured his skull.,SUPPORTED,An employee was working from a scaffold when he lost his balance and fell 10 feet through the guard rail to the ground. He fractured his skull.,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,POSITIVE,An employee was working from a scaffold when he lost his balance and fell 10 feet through the guard rail to the ground. He fractured his skull.,ESTABLISHED,,completed,AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH,gpt-5.6-sol-ai-assisted-v0.4.0,gpt-5.6-sol,pass1-batch-01,2026-09-10T13:59:14Z,pass1-batch-01,,,FIRST_PASS_NOT_SELECTED_FOR_SECOND_PASS,AI_ASSISTED_GPT_5_6_SOL_CONSENSUS_OR_ADJUDICATION_NOT_HSE_GROUND_TRUTH
EXP-V0.4-0039,OSHA-SIR-2025088657,OSHA-SIR-2025088657,OSHA_SIR,2025088657,2025,Incident, Struck by discharged object or substance ,"HARWOOD HEIGHTS, ILLINOIS",An employee was pressure washing outside with a 3400-psi pressure washer when the pressurized water spray cut through his right shoe and lacerated his middle toe. The employee's toe became swollen. He was hospitalized for possible infection and underwent surgery.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-2647a9a4356f,3576d8d6d9858a171c564da92a1635b4299309f0965703981ad07d207b304fd8,HAZARD_TERM_POSSIBLE_NON_SIF,HAZARD_TERM_POSSIBLE_NON_SIF,medium,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions,PASS1,SIF_POTENTIAL,An employee was pressure washing outside with a 3400-psi pressure washer when the pressurized water spray cut through his right shoe and lacerated his middle toe. The employee's toe became swollen. He was hospitalized for possible infection and underwent surgery.,The described mechanism exposed personnel to uncontrolled energy with credible fatal or permanently disabling consequences.,SUPPORTED,An employee was pressure washing outside with a 3400-psi pressure washer when the pressurized water spray cut through his right shoe and lacerated his middle toe. The employee's toe became swollen. He was hospitalized for possible infection and underwent surgery.,SUPPORTED,An employee was pressure washing outside with a 3400-psi pressure washer when the pressurized water spray cut through his right shoe and lacerated his middle toe. The employee's toe became swollen. He was hospitalized for possible infection and underwent surgery.,SUPPORTED,An employee was pressure washing outside with a 3400-psi pressure washer when the pressurized water spray cut through his right shoe and lacerated his middle toe. The employee's toe became swollen. He was hospitalized for possible infection and underwent surgery.,SUPPORTED,An employee was pressure washing outside with a 3400-psi pressure washer when the pressurized water spray cut through his right shoe and lacerated his middle toe. The employee's toe became swollen. He was hospitalized for possible infection and underwent surgery.,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,POSITIVE,An employee was pressure washing outside with a 3400-psi pressure washer when the pressurized water spray cut through his right shoe and lacerated his middle toe. The employee's toe became swollen. He was hospitalized for possible infection and underwent surgery.,ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,completed,AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH,gpt-5.6-sol-ai-assisted-v0.4.0,gpt-5.6-sol,pass1-batch-01,2026-09-10T13:59:14Z,pass1-batch-01,pass2-batch-01,,FIRST_SECOND_PASS_AGREEMENT,AI_ASSISTED_GPT_5_6_SOL_CONSENSUS_OR_ADJUDICATION_NOT_HSE_GROUND_TRUTH
EXP-V0.4-0040,OSHA-SIR-20231110685,OSHA-SIR-20231110685,OSHA_SIR,20231110685,2023,Incident,"Jack-knifed or overturned, roadway","BETHEL, PENNSYLVANIA",An employee was driving an excavator that went off the road and tipped over. The employee was hospitalized with fractures and internal injuries. Their left arm was partially amputated.,Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-fdd3d6caecc5,b5775a5246756af9f1e10bbf3ca458131ad7005a11c957b8bc1f9d8e86127c02,LSR03,LSR03,medium,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions,PASS1,SIF_POTENTIAL,An employee was driving an excavator that went off the road and tipped over. The employee was hospitalized with fractures and internal injuries. Their left arm was partially amputated.,The described mechanism exposed personnel to uncontrolled energy with credible fatal or permanently disabling consequences.,SUPPORTED,An employee was driving an excavator that went off the road and tipped over. The employee was hospitalized with fractures and internal injuries. Their left arm was partially amputated.,SUPPORTED,An employee was driving an excavator that went off the road and tipped over. The employee was hospitalized with fractures and internal injuries. Their left arm was partially amputated.,SUPPORTED,An employee was driving an excavator that went off the road and tipped over. The employee was hospitalized with fractures and internal injuries. Their left arm was partially amputated.,SUPPORTED,An employee was driving an excavator that went off the road and tipped over. The employee was hospitalized with fractures and internal injuries. Their left arm was partially amputated.,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,POSITIVE,An employee was driving an excavator that went off the road and tipped over. The employee was hospitalized with fractures and internal injuries. Their left arm was partially amputated.,ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,completed,AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH,gpt-5.6-sol-ai-assisted-v0.4.0,gpt-5.6-sol,pass1-batch-01,2026-09-10T13:59:14Z,pass1-batch-01,,,FIRST_PASS_NOT_SELECTED_FOR_SECOND_PASS,AI_ASSISTED_GPT_5_6_SOL_CONSENSUS_OR_ADJUDICATION_NOT_HSE_GROUND_TRUTH
EXP-V0.4-0041,OSHA-SIR-2024065721,OSHA-SIR-2024065721,OSHA_SIR,2024065721,2024,Incident, Other fall to lower level  less than 6 feet,"BRADENTON, FLORIDA","An employee was moving freight to the back of a trailer for the forklift operator to unload in the parking lot when they lost their footing and fell 44 inches from the back of the trailer to the ground, resulting in a contusion to the back of their head and a subdural sinus fracture.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-cce4d45cf1ee,73864782c2bb29f70f4d034359ffa929b50840353bff7623ddb42df65d129e9a,LSR03;LSR07;HIGH_RISK,LSR03,medium,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions,PASS1,NON_SIF_POTENTIAL,"An employee was moving freight to the back of a trailer for the forklift operator to unload in the parking lot when they lost their footing and fell 44 inches from the back of the trailer to the ground, resulting in a contusion to the back of their head and a subdural sinus fracture.",The described mechanism is bounded and does not support a credible fatal or life-altering consequence under the stated circumstances.,SUPPORTED,"An employee was moving freight to the back of a trailer for the forklift operator to unload in the parking lot when they lost their footing and fell 44 inches from the back of the trailer to the ground, resulting in a contusion to the back of their head and a subdural sinus fracture.",SUPPORTED,"An employee was moving freight to the back of a trailer for the forklift operator to unload in the parking lot when they lost their footing and fell 44 inches from the back of the trailer to the ground, resulting in a contusion to the back of their head and a subdural sinus fracture.",SUPPORTED,"An employee was moving freight to the back of a trailer for the forklift operator to unload in the parking lot when they lost their footing and fell 44 inches from the back of the trailer to the ground, resulting in a contusion to the back of their head and a subdural sinus fracture.",NOT_SUPPORTED,"An employee was moving freight to the back of a trailer for the forklift operator to unload in the parking lot when they lost their footing and fell 44 inches from the back of the trailer to the ground, resulting in a contusion to the back of their head and a subdural sinus fracture.",,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,POSITIVE,"An employee was moving freight to the back of a trailer for the forklift operator to unload in the parking lot when they lost their footing and fell 44 inches from the back of the trailer to the ground, resulting in a contusion to the back of their head and a subdural sinus fracture.",UNKNOWN,,completed,AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH,gpt-5.6-sol-ai-assisted-v0.4.0,gpt-5.6-sol,pass1-batch-01,2026-09-10T13:59:14Z,pass1-batch-01,,,FIRST_PASS_NOT_SELECTED_FOR_SECOND_PASS,AI_ASSISTED_GPT_5_6_SOL_CONSENSUS_OR_ADJUDICATION_NOT_HSE_GROUND_TRUTH
EXP-V0.4-0042,OSHA-SIR-2019022110,OSHA-SIR-2019022110,OSHA_SIR,2019022110,2019,Incident,"Caught in or compressed by equipment or objects, unspecified","BUCKHANNON, WEST VIRGINIA","On February 26, 2019, at approximately 1:00 p.m. a tool maintenance employee was prepping an isolation tool when a cup-shaped portion of the tool became caught on a bracket. The employee attempted to free the cup and the employee's left middle finger was caught in the hole of the cup and amputated.",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-34c9b0df362b,bf77f1240ef11748b15f2752219faff4a7aae348af0c498b2e76a3c520fc1c92,LSR04,LSR04,medium,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions,PASS1,NON_SIF_POTENTIAL,"On February 26, 2019, at approximately 1:00 p.m. a tool maintenance employee was prepping an isolation tool when a cup-shaped portion of the tool became caught on a bracket. The employee attempted to free the cup and the employee's left middle finger was caught in the hole of the cup and amputated.",The described mechanism is bounded and does not support a credible fatal or life-altering consequence under the stated circumstances.,SUPPORTED,"On February 26, 2019, at approximately 1:00 p.m. a tool maintenance employee was prepping an isolation tool when a cup-shaped portion of the tool became caught on a bracket. The employee attempted to free the cup and the employee's left middle finger was caught in the hole of the cup and amputated.",SUPPORTED,"On February 26, 2019, at approximately 1:00 p.m. a tool maintenance employee was prepping an isolation tool when a cup-shaped portion of the tool became caught on a bracket. The employee attempted to free the cup and the employee's left middle finger was caught in the hole of the cup and amputated.",SUPPORTED,"On February 26, 2019, at approximately 1:00 p.m. a tool maintenance employee was prepping an isolation tool when a cup-shaped portion of the tool became caught on a bracket. The employee attempted to free the cup and the employee's left middle finger was caught in the hole of the cup and amputated.",NOT_SUPPORTED,"On February 26, 2019, at approximately 1:00 p.m. a tool maintenance employee was prepping an isolation tool when a cup-shaped portion of the tool became caught on a bracket. The employee attempted to free the cup and the employee's left middle finger was caught in the hole of the cup and amputated.",,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,POSITIVE,"On February 26, 2019, at approximately 1:00 p.m. a tool maintenance employee was prepping an isolation tool when a cup-shaped portion of the tool became caught on a bracket. The employee attempted to free the cup and the employee's left middle finger was caught in the hole of the cup and amputated.",ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,completed,AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH,gpt-5.6-sol-ai-assisted-v0.4.0,gpt-5.6-sol,pass1-batch-01,2026-09-10T13:59:14Z,pass1-batch-01,,,FIRST_PASS_NOT_SELECTED_FOR_SECOND_PASS,AI_ASSISTED_GPT_5_6_SOL_CONSENSUS_OR_ADJUDICATION_NOT_HSE_GROUND_TRUTH
EXP-V0.4-0043,OSHA-SIR-2016076332,OSHA-SIR-2016076332,OSHA_SIR,2016076332,2016,Incident,Other fall to lower level less than 6 feet,"WYATT, WEST VIRGINIA","An employee slipped off the bottom rung of a truck mounted ladder and fell to the ground, resulting in a fractured right hip.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-1ad16039e932,f80c86a84742d081fb1f16f37a61163539a9248bdaeb096a5e99c0ad2775ef86,LSR03;LSR09,LSR03,short,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions,PASS1,NON_SIF_POTENTIAL,"An employee slipped off the bottom rung of a truck mounted ladder and fell to the ground, resulting in a fractured right hip.",The described mechanism is bounded and does not support a credible fatal or life-altering consequence under the stated circumstances.,SUPPORTED,"An employee slipped off the bottom rung of a truck mounted ladder and fell to the ground, resulting in a fractured right hip.",SUPPORTED,"An employee slipped off the bottom rung of a truck mounted ladder and fell to the ground, resulting in a fractured right hip.",SUPPORTED,"An employee slipped off the bottom rung of a truck mounted ladder and fell to the ground, resulting in a fractured right hip.",NOT_SUPPORTED,"An employee slipped off the bottom rung of a truck mounted ladder and fell to the ground, resulting in a fractured right hip.",,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,POSITIVE,"An employee slipped off the bottom rung of a truck mounted ladder and fell to the ground, resulting in a fractured right hip.",UNKNOWN,,completed,AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH,gpt-5.6-sol-ai-assisted-v0.4.0,gpt-5.6-sol,pass1-batch-01,2026-09-10T13:59:14Z,pass1-batch-01,,,FIRST_PASS_NOT_SELECTED_FOR_SECOND_PASS,AI_ASSISTED_GPT_5_6_SOL_CONSENSUS_OR_ADJUDICATION_NOT_HSE_GROUND_TRUTH
EXP-V0.4-0044,OSHA-SIR-20251010242,OSHA-SIR-20251010242,OSHA_SIR,20251010242,2025,Incident, Fall on same level due to slip or trip,"POMPANO BEACH, FLORIDA","An employee was working on a vehicle in a bay. As he turned around, his foot caught on the leg of a lift and he heard/felt a snap and pop in his right hip and fell. The employee sustained a torn hamstring in his right leg.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-48737b413ad1,635021af63fc3c107238133ecb58c8b46f0a1abf404777c8226b2b80171d6de5,LSR03,LSR03,medium,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions,PASS1,NON_SIF_POTENTIAL,"An employee was working on a vehicle in a bay. As he turned around, his foot caught on the leg of a lift and he heard/felt a snap and pop in his right hip and fell. The employee sustained a torn hamstring in his right leg.",The described mechanism is bounded and does not support a credible fatal or life-altering consequence under the stated circumstances.,SUPPORTED,"An employee was working on a vehicle in a bay. As he turned around, his foot caught on the leg of a lift and he heard/felt a snap and pop in his right hip and fell. The employee sustained a torn hamstring in his right leg.",SUPPORTED,"An employee was working on a vehicle in a bay. As he turned around, his foot caught on the leg of a lift and he heard/felt a snap and pop in his right hip and fell. The employee sustained a torn hamstring in his right leg.",SUPPORTED,"An employee was working on a vehicle in a bay. As he turned around, his foot caught on the leg of a lift and he heard/felt a snap and pop in his right hip and fell. The employee sustained a torn hamstring in his right leg.",NOT_SUPPORTED,"An employee was working on a vehicle in a bay. As he turned around, his foot caught on the leg of a lift and he heard/felt a snap and pop in his right hip and fell. The employee sustained a torn hamstring in his right leg.",,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,completed,AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH,gpt-5.6-sol-ai-assisted-v0.4.0,gpt-5.6-sol,pass1-batch-01,2026-09-10T13:59:14Z,pass1-batch-01,,,FIRST_PASS_NOT_SELECTED_FOR_SECOND_PASS,AI_ASSISTED_GPT_5_6_SOL_CONSENSUS_OR_ADJUDICATION_NOT_HSE_GROUND_TRUTH
EXP-V0.4-0045,OSHA-SIR-20181212572,OSHA-SIR-20181212572,OSHA_SIR,20181212572,2018,Incident,Fall from collapsing structure or equipment 11 to 15 feet ,"EASTON, PENNSYLVANIA",A custodian was working from a portable scaffold system approximately 15 feet above the floor of the gym to repair lights in the scoreboard. Two additional employees were holding onto the scaffold at floor level. The employees tried to move the scaffold while the custodian was still on the platform. The scaffold tipped over and fell to the floor. The custodian and one of the employees on the floor suffered injuries. The custodian was hospitalized with a fractured knee cap and heel. The employee on the ground was treated at a hospital and released.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-28adee6f1572,30473701c55a628c803eb4e8769cc693c74b7a5f1eddb114bd2d16038c15075a,LSR09,LSR09,long,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions,PASS1,SIF_POTENTIAL,A custodian was working from a portable scaffold system approximately 15 feet above the floor of the gym to repair lights in the scoreboard. Two additional employees were holding onto the scaffold at floor level. The employees tried to move the scaffold while the custodian was still on the platform. The scaffold tipped over and fell to the floor. The custodian and one of the employees on the floor suffered injuries. The custodian was hospitalized with a fractured knee cap and heel. The employee on the ground was treated at a hospital and released.,The described mechanism exposed personnel to uncontrolled energy with credible fatal or permanently disabling consequences.,SUPPORTED,A custodian was working from a portable scaffold system approximately 15 feet above the floor of the gym to repair lights in the scoreboard. Two additional employees were holding onto the scaffold at floor level. The employees tried to move the scaffold while the custodian was still on the platform. The scaffold tipped over and fell to the floor. The custodian and one of the employees on the floor suffered injuries. The custodian was hospitalized with a fractured knee cap and heel. The employee on the ground was treated at a hospital and released.,SUPPORTED,A custodian was working from a portable scaffold system approximately 15 feet above the floor of the gym to repair lights in the scoreboard. Two additional employees were holding onto the scaffold at floor level. The employees tried to move the scaffold while the custodian was still on the platform. The scaffold tipped over and fell to the floor. The custodian and one of the employees on the floor suffered injuries. The custodian was hospitalized with a fractured knee cap and heel. The employee on the ground was treated at a hospital and released.,SUPPORTED,A custodian was working from a portable scaffold system approximately 15 feet above the floor of the gym to repair lights in the scoreboard. Two additional employees were holding onto the scaffold at floor level. The employees tried to move the scaffold while the custodian was still on the platform. The scaffold tipped over and fell to the floor. The custodian and one of the employees on the floor suffered injuries. The custodian was hospitalized with a fractured knee cap and heel. The employee on the ground was treated at a hospital and released.,SUPPORTED,A custodian was working from a portable scaffold system approximately 15 feet above the floor of the gym to repair lights in the scoreboard. Two additional employees were holding onto the scaffold at floor level. The employees tried to move the scaffold while the custodian was still on the platform. The scaffold tipped over and fell to the floor. The custodian and one of the employees on the floor suffered injuries. The custodian was hospitalized with a fractured knee cap and heel. The employee on the ground was treated at a hospital and released.,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,NEGATIVE,,NOT_ESTABLISHED,,POSITIVE,A custodian was working from a portable scaffold system approximately 15 feet above the floor of the gym to repair lights in the scoreboard. Two additional employees were holding onto the scaffold at floor level. The employees tried to move the scaffold while the custodian was still on the platform. The scaffold tipped over and fell to the floor. The custodian and one of the employees on the floor suffered injuries. The custodian was hospitalized with a fractured knee cap and heel. The employee on the ground was treated at a hospital and released.,ESTABLISHED,,completed,AI_ASSISTED_GPT_5_6_SOL_NOT_HSE_GROUND_TRUTH,gpt-5.6-sol-ai-assisted-v0.4.0,gpt-5.6-sol,pass1-batch-01,2026-09-10T13:59:14Z,pass1-batch-01,,,FIRST_PASS_NOT_SELECTED_FOR_SECOND_PASS,AI_ASSISTED_GPT_5_6_SOL_CONSENSUS_OR_ADJUDICATION_NOT_HSE_GROUND_TRUTH
