expansion_id,candidate_id,source,source_record_id,source_year,report_type_if_known,activity_if_known,location_if_known,narrative,source_native_outcome,source_native_classification,duplicate_group,normalized_narrative_sha256,retrieval_strata,primary_stratum,length_band,partition,selection_basis
EXP-V0.4-0456,OSHA-SIR-2023086982,OSHA_SIR,2023086982,2023,Incident,"Indirect exposure to electricity, unspecified","OZONA, TEXAS",An employee was on the ground preparing to receive a wire stringing steel rope being flown by a helicopter. The employee grabbed the steel line and was shocked by electricity from the line on his right hand. The employee was hospitalized and required surgery for nerve damage to his hand.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-38eb7b74d2b5,feeb50e52b8aaaf6e2617fa90c877de093b6be9a06d6f531e0281b4e78136f45,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0457,OSHA-SIR-2025076840,OSHA_SIR,2025076840,2025,Incident," Struck by running powered equipment  irregular movement, kick back","ANGLETON, TEXAS","An employee was conducting abatement operations using a floor grinder. The grinder came in contact with the plastic cord of a window blind, causing the grinder's handle to strike the employee near the right eye. The employee suffered a fracture near the eye socket, along with a laceration near the eye.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-adac99b241e1,880c446b1bbfaad10e7dfdc02cdf8f57ec653a78e5e6ecc1203caa808efbeafd,LSR05,LSR05,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0458,OSHA-SIR-2021042733,OSHA_SIR,2021042733,2021,Incident,"Fall, slip, trip, unspecified ","WESTBORO, MISSOURI","An employee was walking on the boom of a crane when they tripped on their harness and fell, resulting in fractured ribs.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-c8ac4a760b9d,ac8230717636eddd93f4d98b36c53c1d67fa5653091c40ccbf0fd575a9f14c56,LSR07;LSR09,LSR07,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0459,OSHA-SIR-20191212722,OSHA_SIR,20191212722,2019,Incident,Fall on same level due to tripping on uneven surface,"NORWICH, CONNECTICUT","On December 11, 2019, a live-in caregiver was taking trash to a can outside a house. She tripped on the edge of a small ramp and broke her ankle. She was hospitalized, undergoing surgery.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-b23a14846ad3,6536086129b4e54e599875fed768ffc445954243d970817ecae89539d07e7414,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0460,OSHA-SIR-20201010057,OSHA_SIR,20201010057,2020,Incident,"Pedestrian vehicular incident, unspecified","DEKALB, ILLINOIS","On October 22, 2020, at 5:30 a.m., a driver was walking to his tractor to begin his route when he was struck by a vehicle. The employee incurred a laceration to his head and two fractured vertebrae requiring hospitalization.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-bf1917d10d98,25953232aee7e5cbd1db7f54b11b9fe899ba60a63c8ed3bb881c2d5067b179b6,LSR03;LSR06;HAZARD_TERM_POSSIBLE_NON_SIF,LSR03,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0461,OSHA-SIR-2024010511,OSHA_SIR,2024010511,2024,Incident, Fall to lower level  caught self or curtailed,"TIVERTON, RHODE ISLAND",An employee was going down a set of stairs when their toe got caught on a stair and they fell onto their knee while holding the railing. The employee suffered a torn quadricep tendon in their right leg.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-44ac8d17565e,96b8bee53570124f7c3b948992bcc799b074edffb8a6786e7dacd70ca41279a2,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0462,OSHA-SIR-2016087147,OSHA_SIR,2016087147,2016,Incident,Compressed or pinched by shifting objects or equipment,"EVERMAN, TEXAS",An employee was positioning an air tank for installation using an overhead crane when his thumb was pinned between the frame and the tank's mounting leg. The distal tip of his left thumb was amputated.,Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-71a32c639525,07dc126d9f8489c8fab8f251f3686f9e211a1567f71aeeaeb21bdb49f442dad3,LSR02;LSR06;LSR07,LSR02,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0463,OSHA-SIR-2017021831,OSHA_SIR,2017021831,2017,Incident,"Fall, slip, trip, unspecified ","DFW AIRPORT, TEXAS",An employee was loading an aircraft when she was struck by a dolly being used by another employee. The dolly struck her left foot causing her to fall and fracture her left wrist.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-a8f43483cfb5,c1b97ecc6e9ffc28685a7d571023cf374d21a597c4dfe961f58e50ec8202d829,LSR06;HAZARD_TERM_POSSIBLE_NON_SIF,LSR06,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0464,OSHA-SIR-2023087650,OSHA_SIR,2023087650,2023,Incident,"Caught in or compressed by equipment or objects, unspecified","WAHPETON, NORTH DAKOTA",An employee was adjusting misaligned parts at the base of a welding robot when their finger was caught between the robot and a collet. The employee's right ring finger was amputated at the first knuckle.,Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-7afc6ea87485,338315bb5269f4d0afaa50ec0d0a0aba219238d8442683991aff88605cfa1728,LSR05;LSR06,LSR05,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0465,OSHA-SIR-2023032505,OSHA_SIR,2023032505,2023,Incident,"Moving in opposite directions, oncoming, nonroadway","ELK GROVE VILLAGE, ILLINOIS","Two employees were operating baggage vehicles at the airport. One employee was driving a baggage tractor and the other was driving an electric tug. The two vehicles collided head-on, causing the employee on the tug to sustain a concussion as well as a forearm fracture and laceration. The employee was hospitalized.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-c578dcb778de,efdc66a550a62aaa7efedb48ad627c9ae79daa2483fa25f448add90a0d4312ce,LSR03;HAZARD_TERM_POSSIBLE_NON_SIF,LSR03,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0466,OSHA-SIR-2017099382,OSHA_SIR,2017099382,2017,Incident,"Struck by animal, unspecified","CHEROKEE, OKLAHOMA",An employee was roping an escaping cow and suffered a fractured leg and ankle.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-bfa0b201294b,dd29afcc1de35448b36a615f809cf2058cb35f093476620f774e0f47cd4fe50e,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0467,OSHA-SIR-2023021587,OSHA_SIR,2023021587,2023,Incident,Nonclassifiable,"OKLAHOMA CITY, OKLAHOMA","An employee was picking up pipes that had fallen from a forklift. The injured employee's hand was caught between a pipe and the wheel of the forklift, causing an injury to his right ring finger that required medical amputation.",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-f657a6df803c,f4c12b5307b5c8c86412deb00eed52255ea12aa47b32bf1f21b6ef076143422b,LSR03;LSR06;HAZARD_TERM_POSSIBLE_NON_SIF,LSR03,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0468,OSHA-SIR-20191010386,OSHA_SIR,20191010386,2019,Incident,Struck by rolling object or equipment being pushed by injured worker,"DALTON, GEORGIA","An employee was pushing a die cart into position at a press machine. As the cart rolled into position, her left ring and middle fingers were crushed and broken between the cart and frame of the press machine.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-016427dcc404,b652df9635a60c6c97d453076d21907dce9101fa35bd1f9243cd8cf7bac2f9b5,LSR06;HIGH_RISK,LSR06,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0469,OSHA-SIR-20191011103,OSHA_SIR,20191011103,2019,Incident,"Fall on same level while climbing stairs, steps, or curbs","STOCKBRIDGE, GEORGIA","An employee was walking across the parking lot when she tripped over the curb and fell, fracturing her ankle.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-d0ef5c1a4bad,c0425704f86c969df20611ccb204a39eaa67f6f9b4375d484f7fe3e7ff0a2c24,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0470,OSHA-SIR-2017087468,OSHA_SIR,2017087468,2017,Incident,"Collision between a moving and standing vehicle, nonroadway","WASHINGTON COURT HOUSE, OHIO","An employee was waiting on a forklift for another forklift driver to move out of the picking area so he could pull items for an order. When the forklift driver turned, the pallet it was carrying struck and broke the employee's ankle, requiring hospitalization.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-ba66fbbac942,604c5ea5f41955d6f5c559d0780acba0b67cebc7c778aa2cbb6f9ad52032bf9d,LSR03;LSR07;HAZARD_TERM_POSSIBLE_NON_SIF,LSR03,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0471,OSHA-SIR-2019010142,OSHA_SIR,2019010142,2019,Incident,Fall on same level due to tripping over an object ,"BUCYRUS, OHIO","A temporary employee stepped inside a packaging tote to collect parts and move them into a smaller container. Upon exiting the packaging tote, his foot was caught on the side of the tote, causing him to trip and fall to the floor. He broke his hip and was hospitalized.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-383958c91dcc,c3ebe8ad8c7d0dc6ffbe57afa84126b6757173e941124131d7ee924b70d38769,HAZARD_TERM_POSSIBLE_NON_SIF,HAZARD_TERM_POSSIBLE_NON_SIF,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0472,OSHA-SIR-2025043398,OSHA_SIR,2025043398,2025,Incident, Struck by running powered equipment  n.e.c.,"MISSION, TEXAS","An employee was processing meat on a meat saw. His hand slipped and came into contact with a circular blade, which lacerated his right index finger, resulting in a partial amputation. The employee was hospitalized. The machine was not guarded at the time.",Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-a4a5cd23a988,0c8ec955c087b7cc2c132b68966f33c96632e68dfe169e00d616b470a0b26eaa,HAZARD_TERM_POSSIBLE_NON_SIF,HAZARD_TERM_POSSIBLE_NON_SIF,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0473,OSHA-SIR-2024021248,OSHA_SIR,2024021248,2024,Incident, Flash fire,"TROPHY CLUB, TEXAS",An employee was attempting to light an outdoor wood fire pizza oven. The employee added lighter fluid to the wood and used a torch to light the fire when it back-drafted onto his right hand and arm. The employee suffered first-degree burns to his forearm and second-degree burns to his hand and the crease of his arm.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-d4115820d155,e735edf3ec5d6d00bf4f7763becf9e3e1872dc570ae528a95a88cb110238098a,LSR05;HAZARD_TERM_POSSIBLE_NON_SIF,LSR05,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0474,OSHA-SIR-20181111659,OSHA_SIR,20181111659,2018,Incident,Struck or run over by rolling powered vehicle,"WILSON, ARKANSAS","An employee was using an electric hand jack on the mixing floor when the jack backed over his right foot, bending his toes back. His toes broke, requiring surgery.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-c50d521c4265,099e34cda275195d28cf88243516025fa5925112bb688b3738ea6d6b401f0abc,HAZARD_TERM_POSSIBLE_NON_SIF,HAZARD_TERM_POSSIBLE_NON_SIF,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0475,OSHA-SIR-2015010029,OSHA_SIR,2015010029,2015,Incident,Struck by object or equipment dropped by other person,"GALVESTON, TEXAS","Two employees in a scissor lift were wrecking forms, taking forms down, and removing the forms. They lost their grip on the form, which fell and hit an employee walking below on the shoulder, knocking him to the ground. He hit his head on the concrete, causing a wound to the head, a broken collarbone, and a broken rib.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-d78afc9a5931,7c1ac49c52de04bbceaded27841b5965af43e8ab1c0cc876c42878dc6ee3bdea,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0476,OSHA-SIR-2022098097,OSHA_SIR,2022098097,2022,Incident,"Explosion of nonpressurized vapors, gases, or liquids","PHILLIPSBURG, NEW JERSEY","At 4:26 p.m. on September 13, 2022, a moisture was introduced to molten iron causing a steam explosion. A nearby employee felt and heard the explosion, causing him to strike the top of his hard hat on an air duct. The employee suffered a concussion and had difficulty breathing and was hospitalized.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-c04e4e0eb459,bc2106fba1db1ae517c6f2d9343109e3d1e497c6f0b0369a5d0096c54ee2ff27,HIGH_RISK,HIGH_RISK,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0477,OSHA-SIR-2022075791,OSHA_SIR,2022075791,2022,Incident,"Fall onto or against object on same level, n.e.c.","BARBOURSVILLE, WEST VIRGINIA",An employee slipped on the floor while walking near the cook line and tried to stop the fall by placing their right forearm on a flat-top grill. The employee sustained second degree burns and was hospitalized.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-3a7bdf4389d2,5cc9396cf055b3bcc61f89072704f73ab18f7e0380060a7ed1718666ccae2a77,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0478,OSHA-SIR-2018088600,OSHA_SIR,2018088600,2018,Incident,Fall through surface or existing opening 16 to 20 feet,"ATLANTA, GEORGIA","While carrying HVAC equipment on a roof, an employee walked over a foam board covering and fell approximately 18 feet through the rough opening of the skylight to a lower level floor. The employee broke both ankles and suffered a fractured vertebra.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-e7865e8db658,a9d45a3d2e42a2e193729054c4d7d8723c9ceb8c79cf5e4601ffc8e63bb32db2,LSR09,LSR09,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0479,OSHA-SIR-2018054389,OSHA_SIR,2018054389,2018,Incident,Part of occupant s body caught between vehicle and other object in nonroadway transport incident,"SAINT PETERS, MISSOURI",An employee was operating a stand-up powered industrial truck (PIT) when he collided with a storage rack. His left arm was pinched and broken between the rack and the PIT.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-af9ff37674af,84d3752641357a4d9e88bd980c0586c3aea7ed000f2242cc5568eb8df7deffb1,LSR02;LSR03,LSR02,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0480,OSHA-SIR-20181111310,OSHA_SIR,20181111310,2018,Incident,Struck by rolling object or equipment being pushed by injured worker,"WEST MONROE, LOUISIANA","An employee was pushing a loaded pallet to the end of a conveyor at a press. The employee noticed a plastic pad lying in front of the pallet and was removing it when the pallet, still rolling, pinched the employee's right ring finger against the metal conveyor end stop amputating it.",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-68640d668f5d,c45638a10e25a93e606610b47b0c415df1c7bdc84d94347139d625072f9f2435,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
