expansion_id,candidate_id,source,source_record_id,source_year,report_type_if_known,activity_if_known,location_if_known,narrative,source_native_outcome,source_native_classification,duplicate_group,normalized_narrative_sha256,retrieval_strata,primary_stratum,length_band,partition,selection_basis
EXP-V0.4-0063,OSHA-SIR-2024109306,OSHA_SIR,2024109306,2024,Incident, Struck by other propelled object or substance  n.e.c.,"SPRINGDALE, ARKANSAS",An employee was operating a CNC machine when the part being worked on was ejected from the machine and struck the inside of their right arm. The employee sustained a laceration on their arm.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-9987a3168b5e,1a37e5c77b1be57f2402273798cfd3fca3fe8e2028b1b8909089b489542200b5,HAZARD_TERM_POSSIBLE_NON_SIF,HAZARD_TERM_POSSIBLE_NON_SIF,medium,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0064,OSHA-SIR-2018054714,OSHA_SIR,2018054714,2018,Incident,"Nonroadway collision with other vehicle, unspecified","ORLANDO, FLORIDA","While operating a stand-up forklift, an employee was struck by another forklift operator who was traveling in reverse. The employee suffered an open left foot fracture.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-501f7e2c87c3,0006587cf9290d03db1e7313b57d456687ef8c9ef39533009c32b03a31beba1a,LSR03;LSR06,LSR03,short,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0067,OSHA-SIR-2016109581,OSHA_SIR,2016109581,2016,Incident,"Other fall to lower level, unspecified","DRACUT, MASSACHUSETTS","While rigging wire, an employee slipped and fell off a truck, breaking a wrist and ribs.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-a47f328d2a73,d7bfa9092ea175719b921b69b120ef4e67c7a975de4770e6a3b3ea9ffe6371e2,LSR03;LSR07,LSR03,short,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0073,OSHA-SIR-2015010858,OSHA_SIR,2015010858,2015,Incident,Ignition of clothing from controlled heat source,"BROWNSVILLE, TEXAS","Employee was in yard #1 cutting metal with a 6 ft. cutting torch when sparks from the torch ignited his shirt. He sustained second degree burns to the upper right side of his torso, arm, chest, and a portion of his abdomen.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-81bf8fd7c8a8,8691e60474e92e63a2b03c9df74a1d69d4fb488dbfd75dc6ff3e0d953a6124d1,LSR05,LSR05,medium,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0076,OSHA-SIR-2020010389,OSHA_SIR,2020010389,2020,Incident,"Struck by falling object or equipment, n.e.c.","WEST MEMPHIS, ARKANSAS",An employee was struck by a falling pallet of cat food that a forklift operator pushed off an overhead rack. The employee suffered a fractured C7 vertebra in the spine.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-aaaa6ada2edf,a7fb424a5c8efc25cdb7d6893b9e60aad04d159bd0623f236bb4c382380a2f70,LSR03;LSR06,LSR03,short,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0077,OSHA-SIR-2025087967,OSHA_SIR,2025087967,2025,Incident," Fall, contact incident onboard water vehicle","ORANGE, TEXAS","An employee was exiting a tank barge's cargo tank after pressure-washing its inside. He was resting at the top of the fixed ladder, with his upper body out of the tank hatch, when he collapsed and fell about 13 feet into the cargo tank. The employee sustained a fractured spine requiring surgery. The employee hospitalized.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-8b41d81f9b45,f62d955ba8c2e16a8884565703bcb9871ae452743cede8e50b5396386d42c4a2,LSR02;LSR09,LSR02,medium,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0080,OSHA-SIR-20231110936,OSHA_SIR,20231110936,2023,Incident,Other fall to lower level 11 to 15 feet ,"CONROE, TEXAS","Two employees were using three ladders to paint a clubhouse. Employee 1 set up extension ladder #1 and then carried extension ladder #2 and the A-frame ladder (ladder #3) up to the roof, where employee 2 was waiting to receive and set up ladder #2 as a brace for ladder #3. Employee 1 was standing on ladder #1 which was set up on a 12:12 pitched roof, while employee 2 climbed up ladder #3 to paint a chimney on the clubhouse roof. Ladder #3 shifted while employee 2 was climbing it, causing ladder #2 to slide down the roof and knock employee 1 off his ladder 12 feet to the concrete parking lot below. Ladders #2 and #3, as well as employee 2 slid down the roof and fell 12 feet to the concrete parking lot below. Employee 1 suffered a lower right leg and ankle fracture and employee 2 suffered a pelvis and hip fracture. Both employees suffered additional bruises, lacerations, and abrasions to the arms, upper body, and head as well.",Hospitalized=2.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-2562050fc30d,7d2c3d6b3e3c9dd70d9d610c20146523c75f58917d39e9b1fad4def77b7fdb89,LSR09;HIGH_RISK;HAZARD_TERM_POSSIBLE_NON_SIF,LSR09,very_long,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0081,OSHA-SIR-20251010244,OSHA_SIR,20251010244,2025,Incident, Explosion  n.e.c.,"MEDLEY, FLORIDA",An employee was refueling a pressure washer when it ignited and exploded. He suffered multiple third-degree burns to his chest and hands.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-b536cc89b55a,f370a95b990e93a3b1688b6fd959e9570ae3943d441640243eeb0448e86b7907,GENERAL,GENERAL,short,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0083,OSHA-SIR-2021021815,OSHA_SIR,2021021815,2021,Incident,"Explosion of pressure vessel, piping, or tire","KEARNY, NEW JERSEY","On February 27, 2021, an employee was using a plasma cutter to cut open a transformer tank that had been previously drained and vented, resulting in an explosion. The employee suffered bruising and a laceration on their right palm.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-867916aa682b,16571a063646d2e4befbe2b32a3e92e2226a8e1f099585952af6e2868581d379,LSR02;HIGH_RISK;HAZARD_TERM_POSSIBLE_NON_SIF,LSR02,medium,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0084,OSHA-SIR-2015107740,OSHA_SIR,2015107740,2015,Incident,"Other fall to lower level, unspecified","MARSHALL, ILLINOIS",An employee securing a piece of trim from a ladder in an automated car wash missed a rung and fell off the ladder resulting in admission to a hospital for a broken hip and surgery.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-8d6ec0d9deea,9f214b059d1bb2bf8e301e7c700e23186be8e91ee67296bca32e9c22b495b1bf,LSR03;LSR09,LSR03,short,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0085,OSHA-SIR-2016032403,OSHA_SIR,2016032403,2016,Incident,Struck by object falling from vehicle or machinery-other than vehicle part,"BROOKVILLE, PENNSYLVANIA","An employee was loading three 10-foot pipe pieces weighing 600 pounds onto a conveyor roller while operating a forklift. One of the pipes was not aligned properly with the roller conveyors. The employee got off the forklift and attempted to properly align the pipe. The pipe fell off the roller conveyor and onto the employee, who suffered a compound fracture to the lower left leg and required surgery.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-effc5503365d,75d664aa99a94d235febd96e21d17f74f90095c0a3058c1ae82bee5f49deae93,LSR03,LSR03,long,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0089,OSHA-SIR-2022010652,OSHA_SIR,2022010652,2022,Incident,"Ignition of vapors, gases, or liquids","PIONEER, OHIO","On January 21, 2022, an employee was removing a draw valve on a 500-gallon propane tank indoors for replacement. When the valve was removed, liquid propane began spraying out of the tank. A second employee (injured employee) went to the nearby electrical box to cut the electrical power. At that time a spark ignited the liquid propane causing a fire. The injured employee was hospitalized for burns.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-3ebf129d71ba,3d6b138e3f53fc50b1cb9956ac8b265a833c799b40769284145d659c5c967be0,LSR02;HAZARD_TERM_POSSIBLE_NON_SIF,LSR02,long,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0095,OSHA-SIR-2022076646,OSHA_SIR,2022076646,2022,Incident,Contact with hot objects or substances,"DARLINGTON, PENNSYLVANIA",An employee was using a shovel to clean out an afterburner when bridged ash fell through a manhole and burned the employee's right leg and foot.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-beb01238d6ce,aa9d8160c64ec79839f71b1452cdb8d2124785d486bee7f7935c4d46b8965eb9,LSR02,LSR02,short,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0099,OSHA-SIR-2017010407,OSHA_SIR,2017010407,2017,Incident,Fall on same level due to slipping ,"BELOIT, WISCONSIN",An employee was pulling an LP gas hose to fill a residential LP tank and slipped on ice and fell breaking his hip.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-00eea549e32c,0ea19d166b7f0f8e52afdd16af05f7b78bd2021e8eba682ae0779f7206632b54,LSR02,LSR02,short,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0103,OSHA-SIR-2022087672,OSHA_SIR,2022087672,2022,Incident,Struck by object falling from vehicle or machinery-other than vehicle part,"TAMPA, FLORIDA","Employees were installing a 1,000-pound transformer when it fell approximately 6 feet from a mounting stand that was lifted by a forklift. It struck an employee and a machine on the way down, coming to rest with its top on the machine and its bottom on the floor. The employee suffered a broken right arm, a broken tibia and fibula, and a head laceration.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-7c65ccc1fbad,98e1ae859459943cdf3d34981cefb06a0e1d516d5a282f520e76995749239d4c,LSR03;HAZARD_TERM_POSSIBLE_NON_SIF,LSR03,medium,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0117,OSHA-SIR-2024076799,OSHA_SIR,2024076799,2024,Incident, Other fall to lower level  unspecified,"WELLINGTON, FLORIDA","An employee was climbing the ladder in the boom truck when he lost his footing and fell from the truck to the ground. The employee sustained a right hip fracture, right ankle fracture, and a right wrist fracture.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-8c5b33f7f2d5,721d190a5fec9276c506e7651df86f9ef78fc2a4fa878b02fa542ec46eb4285e,LSR03;LSR09;HAZARD_TERM_POSSIBLE_NON_SIF,LSR03,medium,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0120,OSHA-SIR-2024109928,OSHA_SIR,2024109928,2024,Incident, Other fall to lower level  less than 6 feet,"KERRVILLE, TEXAS","To prepare to change the oil for a truck, an employee removed a piece of plywood that was covering the pit used for oil changes. The employee fell into the pit, which was approximately 5 feet deep, resulting in a broken femur.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-48592a791e8c,bba4010daecf34d82791ffe6b33997cb9672985b02d1df11f73e8aa59493f50d,LSR02;LSR03,LSR02,medium,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0122,OSHA-SIR-2025077119,OSHA_SIR,2025077119,2025,Incident, Exposure to environmental heat  outdoor,"SAVANNAH, GEORGIA",An employee was moving lumber around a job site when he experienced symptoms of heat exhaustion and called an ambulance. He was hospitalized and received treatment for heat exhaustion.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-ac04aa18aa66,58f2f9cd595d002163045cab2c4d2ca87e5f21e287bc56f924735f70667ec8a8,GENERAL,GENERAL,medium,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0129,OSHA-SIR-2025099471,OSHA_SIR,2025099471,2025,Incident, Other fall to lower level  unspecified,"BROOKPARK, OHIO","An employee was stepping down from his truck when he slipped and fell, twisting his ankle. The employee's ankle was fractured and he was hospitalized.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-de3df5f4f3a7,6eb13159de3ce416d672e4c73fe58d89e29451ee14f4465adf57d97f0a6f57a6,LSR03,LSR03,short,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0136,OSHA-SIR-2016065251,OSHA_SIR,2016065251,2016,Incident,"Fall through surface or existing opening, unspecified","LAREDO, TEXAS","An employee and a coworker were applying stucco from a scaffold to the exterior of a building. When the employee and his coworker stepped off the scaffold onto a canopy awning, the canopy came off, causing them to fall. The employee suffered a broken left ankle and tailbone, requiring hospitalization.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-49caac2f1d95,ae4ee632a8b2aa6e6ff983c65c6560ed952c086f1fd9277b02c12be948218b7b,LSR09;HAZARD_TERM_POSSIBLE_NON_SIF,LSR09,medium,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0138,OSHA-SIR-2016032136,OSHA_SIR,2016032136,2016,Incident,Other fall to lower level less than 6 feet,"WARNERS, NEW YORK","An employee was unloading a truck/trailer when the employee fell to the pavement, fracturing the lower left leg and requiring hospitalization.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-357ef6945526,2d8ec91b07353872d41f1b7f6c13d6cdfc5c59a5020e25ee91f8ac394e6d0e72,LSR03,LSR03,short,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0146,OSHA-SIR-20171110929,OSHA_SIR,20171110929,2017,Incident,Caught in running equipment or machinery during regular operation,"VICKSBURG, MISSISSIPPI",An employee was standing on the rear left platform of a refuse truck. His right leg was on the truck's tailgate while the sweep blade was operating. The sweep blade then struck and lacerated his upper right leg.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-49c420816bdc,f5035350098969890e9a85c42ba6152ce36a7137d11419336e4f06277519247a,LSR03,LSR03,medium,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0150,OSHA-SIR-2025065219,OSHA_SIR,2025065219,2025,Incident, Contact incidents  unspecified,"SONORA, TEXAS",An employee was opening a pig trap receiver during pigging operations when they were struck by metal grating. The employee sustained a right leg fracture.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-b24ef60f02d1,c3e0c634d2c283c6e5bdb657683cb8348c601c48e8f81624903bb65769c62f8e,LSR06,LSR06,short,fresh_final_assessment,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0155,OSHA-SIR-20171010433,OSHA_SIR,20171010433,2017,Incident,"Other animal bites, nonvenomous","SAN ANTONIO, TEXAS","An employee was feeding a military dog. The employee approached the kennel, placed the pan on the floor, and unlatched the gate to allow the military dog to come out to eat. Before the employee could get the gate closed, the military dog bypassed the gate and bit the employee on the left side of the abdomen, right wrist, palm, and pinky finger, causing pressure bites, punctures, and multiple lacerations.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-248fe4bc19c9,f3d23e3cc65ddc70bd0d47759da463485d268b1a53e7689be87d4b3209780c8b,HAZARD_TERM_POSSIBLE_NON_SIF,HAZARD_TERM_POSSIBLE_NON_SIF,long,development_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0156,OSHA-SIR-20181111720,OSHA_SIR,20181111720,2018,Incident,Other fall to lower level more than 30 feet,"MILLERSVILLE, PENNSYLVANIA","An employee was installing rubber roof material at the edge of a roof. He fell to the ground 39 feet below, suffering a broken pelvis.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-8d428f88146d,f59c18f27094fb050c45e74bb986c620a8331f32f937b4f48d7a78d8c47a2af4,LSR09,LSR09,short,development_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0161,OSHA-SIR-2021097727,OSHA_SIR,2021097727,2021,Incident,"Struck against object or equipment, n.e.c.","ARLINGTON, TEXAS",An employee was cleaning a food preparation machine. A blade in the machine lacerated her right index and middle fingers resulting in partial amputation.,Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-149406c9e811,03f6f3ac7c94f0fba747ccaeb787b50d6981afff60bb05e004b16bb7c5594567,GENERAL,GENERAL,short,development_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0169,OSHA-SIR-2023087359,OSHA_SIR,2023087359,2023,Incident,Nonclassifiable,"MIAMI GARDENS, FLORIDA","An employee was working in a warehouse yard when his left leg got caught between a yard truck and a trailer, resulting in a fracture to the left lower leg that required surgery and hospitalization.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-2a4a1b812386,a16095e7060fcf159506cea24958f901409f9756ee93d1c013a9158c5a71ea66,LSR03;LSR06,LSR03,medium,development_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
