expansion_id,candidate_id,source,source_record_id,source_year,report_type_if_known,activity_if_known,location_if_known,narrative,source_native_outcome,source_native_classification,duplicate_group,normalized_narrative_sha256,retrieval_strata,primary_stratum,length_band,partition,selection_basis
EXP-V0.4-0761,OSHA-SIR-2018088985,OSHA_SIR,2018088985,2018,Incident,"Explosion of nonpressurized vapors, gases, or liquids","SHAWNEE, OKLAHOMA","An employee was operating the casting machine. A malfunction allowed molten copper to be poured into water creating an explosion. The employee sustained burns to the face, neck, and shoulder and an eye injury.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-8132c5ff23f8,ed9e6be27181d984daf2ec5b9c78e6e46215a0876b7d4b8f85f41902d2bcfc43,HIGH_RISK,HIGH_RISK,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0762,OSHA-SIR-2022087424,OSHA_SIR,2022087424,2022,Incident,Overexertion in lifting-multiple episodes,"ORLANDO, FLORIDA","On August 22, 2022, an employee began experiencing neck and right shoulder pain during her shift after performing job-related tasks such as repetitive lifting. She was hospitalized for a right shoulder sprain and a pinched nerve.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-825878b5741d,04e95eca0e6057bdd5b6fd8e89650351e27b5b21ceab254ce69dbf2aa8142388,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0763,OSHA-SIR-2024032314,OSHA_SIR,2024032314,2024,Incident, Pedestrian struck by vehicle or object propelled by another vehicle in nonroadway area,"TERMINAL ISLAND, CALIFORNIA",An employee was onboard a vessel moving cargo in the hold when materials fell from a forklift onto her right foot. The employee suffered a fractured foot and sustained a laceration. She was hospitalized.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-efccbdab6e8f,7c6ccab1ddd1d598d585aab546814409f4b6c99f40c7bf011ecb9dc356e328c4,LSR02;LSR03;HAZARD_TERM_POSSIBLE_NON_SIF,LSR02,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0764,OSHA-SIR-20161110429,OSHA_SIR,20161110429,2016,Incident,Fall through surface or existing opening 6 to 10 feet,"VAN VLECK, TEXAS","An employee was going to install bolts onto plates on furnaces located on the third level when he stepped on a piece of metal stair grating that had not been welded down. The grating flipped and the employee fell through the opening to the stair landing 7 feet below, suffering a fractured L1 vertebra.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-724be2886d05,c8ad2148e22d28243a16ccc3236204f1736d3de8262858a522e27773aeed7baf,LSR05,LSR05,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0765,OSHA-SIR-2025088326,OSHA_SIR,2025088326,2025,Incident, Compressed between running equipment and other object(s),"LAREDO, TEXAS","An employee was preparing to remove leaf spring bushings on the front drive axle of a tandem axle tractor. After raising the axle with a hydraulic jack, he placed two jack stands under the rear frame rails of the tractor and placed additional jack stands under the front drive axle. He then repositioned himself at the rear of the tractor where he reached for the release valve of the jack to begin lowering the axle (and frame) onto the jack stands. He was in a kneeling position while using his right hand to operate the release valve. His left hand was caught between the lowering frame rail and a jack stand. His left ring and middle fingertips were crushed, resulting in amputations.",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-3bb3cbd10d46,86cb38f332c8f815848798e9e9bdbc200bb6bdac6d145c65febca56411a9a1b5,LSR06;HIGH_RISK,LSR06,long,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0766,OSHA-SIR-2018043520,OSHA_SIR,2018043520,2018,Incident,"Collision between a moving and standing vehicle, nonroadway","ELK GROVE VILLAGE, ILLINOIS",An employee was hanging a sign on a swinging door while on a motorized cart when a forklift operator reversed through the swinging doors and pinned the employee's foot and ankle between the swinging door and the motorized cart. The employee suffered fractures to the right leg and ankle.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-ead14cc03029,48e0a90a002a91cbf89513485fb29f0b278a674b6962af65e2f9ce46dc887d25,LSR03;LSR06;HAZARD_TERM_POSSIBLE_NON_SIF,LSR03,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0767,OSHA-SIR-2016032298,OSHA_SIR,2016032298,2016,Incident,"Fall on same level due to tripping, unspecified","EAST SAINT LOUIS, ILLINOIS","An employee was helping to adjust equipment. She tripped as she was walking around the equipment. When she reached out to catch her fall, her right hand entered the point of operation. The equipment activated, pinching and amputating her right pinky finger between the stockholder tab and discharge table.",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-fd1a61183a39,e5b57e56894425d093aabdddad4245a9dc805144153173a738ce8a7d5942c075,HAZARD_TERM_POSSIBLE_NON_SIF,HAZARD_TERM_POSSIBLE_NON_SIF,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0768,OSHA-SIR-2023043793,OSHA_SIR,2023043793,2023,Incident,"Bending, crawling, reaching, twisting-single episode","HOUSTON, TEXAS",An employee was making drinks when he turned to his right quickly and twisted his left leg and dislocated his kneecap. The employee was hospitalized with a sprained left knee.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-6daf57d033a0,3cf88c65046874e7eef2c2b8d173e0cb51c86c40302e0b6adbcbb51c86069712,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0769,OSHA-SIR-20161010245,OSHA_SIR,20161010245,2016,Incident,"Caught in running equipment or machinery, unspecified","LIMA, OHIO","An employee was in the infeed area of a sort machine, attempting to straighten a stack of pallets, when the stacker side arms engaged and crushed his right lower leg.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-ec1627e1ca8d,a5cf469fe4b7d7a04d182f17a409952eb432c5bcbb712520516d5cec71c256be,LSR06;HIGH_RISK,LSR06,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0770,OSHA-SIR-20191010811,OSHA_SIR,20191010811,2019,Incident,Overexertion in lifting-single episode,"SANTA ROSA BEACH, FLORIDA","On October 16, 2019, an employee experienced strong pressure in his abdomen after lifting a 20-pound case of sodas while stocking the cooler. He was later hospitalized due to a hernia.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-982ef1b69eed,69210f33f7413bd470e092d44cd9bff1f10d8124ca05f4dac873f951fc381225,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0771,OSHA-SIR-2022119691,OSHA_SIR,2022119691,2022,Incident,Struck against moving part of machinery or equipment,"BALCH SPRINGS, TEXAS",An employee was clearing a jam in a mulch chute on a grinder machine when the interlock fan turned on and the employee was struck by a fan blade. The employee sustained an arm laceration and fracture.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-505556a1cfeb,27cbfb698e69ab27d033b207f939c72e9a9abf63b9ada55ca5e9ee1a6a57eb14,LSR05;LSR06;HAZARD_TERM_POSSIBLE_NON_SIF,LSR05,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0772,OSHA-SIR-20251010037,OSHA_SIR,20251010037,2025,Incident, Injured by object handled by person  n.e.c.,"PORTLAND, TEXAS","An employee was assisting three coworkers with loading a fall protection metal storage cage onto a wooden pallet. Their right index finger was pinched between the pallet and the bottom of the cage, resulting in a fingertip amputation.",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-1072bbb702c5,13c0040b0c31fe775adb1527199faa5ebcd57fab795512b15eefa40493b3e2f7,LSR09;HAZARD_TERM_POSSIBLE_NON_SIF,LSR09,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0773,OSHA-SIR-2020076730,OSHA_SIR,2020076730,2020,Incident,Injured by slipping or swinging object held by injured worker,"KISSIMMEE, FLORIDA",An employee was using a grinder to cut mortar joints in a concrete masonry unit when the grinder kicked back and cut into the right side of his face/mouth.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-1c8856b21660,63929dd596b80118a230d65149a059efd7bfcf6c3cab73ada93dda48a33f9e5e,LSR05,LSR05,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0774,OSHA-SIR-2015042251,OSHA_SIR,2015042251,2015,Incident,"Struck by powered vehicle-nontransport, unspecified","ALBANY, GEORGIA",An employee was struck by a forklift while working on the loading dock. The employee was hospitalized for a right ankle fracture.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-9e8de55b3435,95d81759ad98f569b7ebefe94ec5e8cef0a70ca7350bc5e312ecee99ab2811e3,LSR03;LSR06;HAZARD_TERM_POSSIBLE_NON_SIF,LSR03,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0775,OSHA-SIR-2017099329,OSHA_SIR,2017099329,2017,Incident,"Nonroadway collision with object other than vehicle, n.e.c.","HARTLAND, WISCONSIN","An employee was operating a reach truck when he hit a pallet of empty kegs. He attempted to catch a falling keg with his left hand, but the keg crushed and broke three of his fingers, requiring surgery.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-a64e394ad89d,e163a98699ccc64e7e568d307b86a466fee5b78e3e50161a12df1d5c0ed37ebb,LSR03;LSR06;HIGH_RISK,LSR03,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0776,OSHA-SIR-20171110536,OSHA_SIR,20171110536,2017,Incident,Nonclassifiable,"MORTON, ILLINOIS",An employee was either riding an automated crane and fell off or was just trying to get away from an automated crane when the employee was pinched between the automated crane and square metal tubing on which retrievals were sitting. The employee suffered a fractured rib and required hospitalization.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-15cfcccb3c5b,de332140e678bd4a76bc9d6d3399e66326239635bf206e8ea005276733907fb8,LSR07,LSR07,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0777,OSHA-SIR-2021097858,OSHA_SIR,2021097858,2021,Incident,"Struck against object or equipment, unspecified","PITTSBURGH, PENNSYLVANIA","An employee was changing the arm controller tensioner on a machine. As he pulled his right hand back, it struck a guard, which lacerated the back of the hand.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-9c533b15576f,cf156b702ccfddf605f5d191de4fbb3ca56eb41676c83813f4718cfb511e16e0,HAZARD_TERM_POSSIBLE_NON_SIF,HAZARD_TERM_POSSIBLE_NON_SIF,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0778,OSHA-SIR-2018021653,OSHA_SIR,2018021653,2018,Incident,"Fall or jump from and struck by same vehicle in normal operation, nonroadway","HORSESHOE BAY, TEXAS",An employee fell out of the dump vehicle he was driving and was struck by it resulting in a crushed lower right leg.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-eb81023e270a,399a3d53f66f145b9679a45d6b6c0d66e514eaf345aaa65086eb63b2546c1c04,LSR03;LSR06;HIGH_RISK,LSR03,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0779,OSHA-SIR-2018099794,OSHA_SIR,2018099794,2018,Incident,Machinery or equipment incident on water vehicle,"SEATTLE, WASHINGTON","An employee was trying to flip over a D ring so it could be used to secure deck cargo on a vessel. A 20-foot bundle of rebar was being held up with a pry bar so the ring could be flipped. The rebar slipped off the pry bar and crushed the employee's right index finger. The employee was hospitalized, requiring surgery.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-0ddc8231a31d,c349e42925315a66435194ac247c3fb4198761b6bbc3916d1b1e3b45a535420b,LSR02;LSR06;HIGH_RISK,LSR02,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0780,OSHA-SIR-2021086455,OSHA_SIR,2021086455,2021,Incident,"Struck by dislodged flying object, particle","SHARON, PENNSYLVANIA","An employee was cutting a piece of steel with a torch. About 40 feet away, an excavator with a grapple attachment was pulling apart two other pieces of steel that were connected with bolts. When those two pieces were pulled apart, the bolts broke and one of the pieces flew out the side of the grapple. It struck the employee in the hand and right leg, causing hand fractures and lacerations and a broken femur. The employee was hospitalized.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-484a40acfc59,93e48b5949a2bdf0e723036583da00f93b9dabbec38a345bd8e8fd4f48864711,LSR05,LSR05,long,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0781,OSHA-SIR-2024098445,OSHA_SIR,2024098445,2024,Incident," Explosion of nonpressurized vapors, gases, or liquids ","CONLEY, GEORGIA","On September 11, 2024, an employee was attempting to remove a valve from an empty 55-gallon drum that had contained ethanol. The valve was stuck to the lower adapter ring. The employee tack welded the rings together to remove the entire valve when the drum exploded and the employee sustained burns and contusions.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-e59d22463954,016c6a41b98fe5142797639152cca44e1648cfcc429b771a93eb0d516bcc3fee,LSR05,LSR05,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0782,OSHA-SIR-2015118364,OSHA_SIR,2015118364,2015,Incident,Overexertion in lifting-single episode,"SAN ANTONIO, TEXAS","On 11/6/2015, an employee lifting coils on dies with a crane overexerted their back. The employee was hospitalized.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-2d334a055eca,769905cc245bb53aaf09b76dd9295022a802f6ad3c5ff83d1df3c76380efec8f,LSR07,LSR07,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0783,OSHA-SIR-2019066583,OSHA_SIR,2019066583,2019,Incident,"Injury by other person-unintentional or intent unknown, n.e.c.","PENSACOLA, FLORIDA","A maintenance employee was working at the service desk when a customer's child ran into him, causing him to fall. He suffered a broken femur and was hospitalized.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-e1473ff11c72,ed82759abaa166a94ed4aecc0e788c3be62544b405d200144da30ef53d03a1cf,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0784,OSHA-SIR-2022021112,OSHA_SIR,2022021112,2022,Incident,Fall through surface or existing opening 21 to 25 feet ,"MAGEE, MISSISSIPPI","An employee and co-workers were working on cutting through roofing material to complete roofing repairs when the employee fell 22.5 feet through decking that had rusted out and landed on metal scale flooring, resulting in a broken femur.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-c742f6759a2d,5e069a94c614bf3b09f48cc3c3cbc64d481bc7ed038936bb352d503ce92dd974,HIGH_RISK,HIGH_RISK,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0785,OSHA-SIR-2018043513,OSHA_SIR,2018043513,2018,Incident,Caught in running equipment or machinery during regular operation,"SUMMIT, MISSISSIPPI",An employee was removing scrap material from a machine when the employee's right index fingertip was caught and amputated in the machine. The machine was guarded and energized at the time of the incident.,Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-396db25d944e,3276dfa125ab2b02ee82331ee9251e4ea4c52228908b33b553af673aca5212dd,LSR04,LSR04,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0786,OSHA-SIR-2015085897,OSHA_SIR,2015085897,2015,Incident,Kicked by animal,"WILMINGTON, DELAWARE",An employee was kicked in the chest by a horse while attempting to saddle it. The employee broke multiple bones and suffered a laceration.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-ed1b497ceb02,661d7db081f672920ba7f20c748ada9c829c12af988c000d9ac7de5537028337,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0787,OSHA-SIR-20251111351,OSHA_SIR,20251111351,2025,Incident, Direct exposure to electricity  220 volts or less,"DALLAS, TEXAS","An employee was working on connecting batteries together to test pieces of equipment when one of the batteries shorted and sparked, resulting in burns to the employee's right hand, wrist, and face.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-0a5860a9976d,6379ed47ab3d45d0bae0a55d5a8e19dfbdf9d97ab4f3d198ac57f62382006bfb,HAZARD_TERM_POSSIBLE_NON_SIF,HAZARD_TERM_POSSIBLE_NON_SIF,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0788,OSHA-SIR-2025065516,OSHA_SIR,2025065516,2025,Incident," Explosion of pressure vessel, piping, or tire","HASTINGS, NEBRASKA","An employee was lighting a pilot light that burns off residual oxygen in the purge chamber of a heat-treating furnace. Residual gas and built-up oxygen in the purge chamber caused an explosion, which blew the front of the furnace's door off its track and the hood/exhaust system off its rivets. The employee was knocked down and suffered burns and lacerations to the left side of his face.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-b2eec561c797,14b110a60fbe998f5e3936468c61386b8e7c8619c53bde7b2f501186f96243a0,HIGH_RISK,HIGH_RISK,long,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0789,OSHA-SIR-2020021176,OSHA_SIR,2020021176,2020,Incident,Struck against moving part of machinery or equipment,"PALMYRA, NEW YORK",An employee was grinding a rubber roller on a manual lathe. The employee's right hand came into contact with the grinding wheel and the employee's right middle and index fingers were partially amputated.,Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-18873b96f8a1,be8378a459e363bf650ed7a7e0986d98888d4bd21c7754b5739e961e52e58409,LSR05,LSR05,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0790,OSHA-SIR-2021021014,OSHA_SIR,2021021014,2021,Incident,"Struck by rolling object or equipment-other than powered vehicle, unspecified","POTSDAM, NEW YORK","An employee was handling steel members when the steel member rolled over onto the employee's hand. The employee's right ring finger was crushed, resulting in amputation.",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-5cf2c60993c7,b12927aa83f13d3343a9ced79bc942e256ad2b0ba7802c2d2c40e1135e3f90fe,LSR06;HIGH_RISK,LSR06,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0791,OSHA-SIR-2018010148,OSHA_SIR,2018010148,2018,Incident,"Fall or jump from and struck by same vehicle in normal operation, nonroadway","FORT WORTH, TEXAS","An employee was operating an electric pallet jack when he could not stop before running into a pole. He jumped off the pallet jack and his ankle was caught between the pallet jack and the pole, resulting in a compound fracture.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-b09594aca834,91662fcd420a1b0de9f10a65f6a4fd3699a2d5ed212de8e76efb8d79510c3e43,LSR06;HAZARD_TERM_POSSIBLE_NON_SIF,LSR06,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0792,OSHA-SIR-2015052641,OSHA_SIR,2015052641,2015,Incident,Kicked by animal,"KEARNEY, NEBRASKA",An employee sustained injures when his horse kicked him in the right side while dismounting at the cattle feedlot.,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-c647bd00f3c9,4cdb5dbc202d94d504404291b8d2946b4569b4556aec134ee29676ae722c8bb9,GENERAL,GENERAL,short,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
EXP-V0.4-0793,OSHA-SIR-20201211904,OSHA_SIR,20201211904,2020,Incident,"Contact with objects and equipment, n.e.c.","ORLANDO, FLORIDA","An employee was walking through a locker room when their sleeve got caught on a door handle, resulting in a cut on their right forearm. The next day, the employee's arm was feeling numb.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,OSHA severe injury report,osha-text-f53ab0348c4a,f555e706871b8cfbf8a912171607e7c626de682c563b9b05d99e07c96e633fbf,GENERAL,GENERAL,medium,train_addition,deterministic_diversity_and_keyword_retrieval_before_annotation_no_model_predictions
