report_id,scenario_family,primary_lsr_design,secondary_scenario_design,cohort_id,control_state_design,site_trend_design,word_count,normalized_narrative,observed_risk,observed_sif_decision,observed_assigned_lsr_ids,observed_unavailable_rule_ids,meaningful_hazard_extraction
DEMO500-0011,Energy isolation,LSR04,none,energy_isolation-cohort-2,high,declining,75,"at echo valley works in the valve gallery, the operator prepared valve maintenance during the equipment positioning stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0011 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0012,Energy isolation,LSR04,Routine work,energy_isolation-cohort-1,high,declining,96,"at frostline depot in the valve gallery, the driver prepared hot work during the pre-job setup stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. a secondary check also covered this area, and a pressure gauge was checked before the work boundary was reset before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0012 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0013,Energy isolation,LSR04,none,energy_isolation-cohort-2,high,declining,75,"at echo valley works in the valve gallery, the supervisor prepared pressure testing during the pre-job setup stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0013 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0014,Energy isolation,LSR04,none,energy_isolation-cohort-2,high,stable,96,"at cedar ridge station in the valve gallery, the operator prepared drilling during the isolation check stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. the task status, work boundary, equipment condition, and immediate response were entered in the synthetic shift log for a complete demonstration record. demo sequence 0014 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0015,Energy isolation,LSR04,none,energy_isolation-cohort-2,high,rising,75,"at blue mesa yard in the valve gallery, the rigger prepared pressure testing during the post-task check stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0015 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0016,Energy isolation,LSR04,Driving,energy_isolation-cohort-1,high,declining,97,"at echo valley works in the valve gallery, the inspector prepared hot work during the task execution stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. a secondary check also covered this area, and a pressure gauge was checked before the work boundary was reset before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0016 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0017,Energy isolation,LSR04,none,energy_isolation-cohort-1,high,stable,75,"at delta point facility in the valve gallery, the inspector prepared mechanical lifting during the task execution stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0017 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0018,Energy isolation,LSR04,none,energy_isolation-cohort-2,high,declining,95,"at frostline depot in the valve gallery, the operator prepared drilling during the equipment positioning stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. the task status, work boundary, equipment condition, and immediate response were entered in the synthetic shift log for a complete demonstration record. demo sequence 0018 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0019,Energy isolation,LSR04,none,energy_isolation-cohort-1,high,declining,75,"at echo valley works in the valve gallery, the technician prepared valve maintenance during the isolation check stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0019 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0020,Energy isolation,LSR04,Driving,energy_isolation-cohort-1,high,declining,96,"at frostline depot in the valve gallery, the driver prepared electrical maintenance during the pre-job setup stage. the equipment was process valve and stored-pressure line. stored pressure was not completely isolated. the technician stood in the pressure release path. the expected lockout, drain, and zero-energy verification was not verified. a secondary check also covered this area, and a pressure gauge was checked before the work boundary was reset before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0020 was logged.",High,SIF_POTENTIAL,['LSR04'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0021,Hot work,LSR05,none,hot_work-cohort-1,high,rising,87,"at aurora basin in the fabrication bay, the technician prepared mechanical lifting during the pre-job setup stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0021 was logged.",High,SIF_POTENTIAL,['LSR05'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0022,Hot work,LSR05,none,hot_work-cohort-1,high,rising,86,"at aurora basin in the fabrication bay, the driver prepared inspection during the pre-job setup stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0022 was logged.",High,SIF_POTENTIAL,['LSR05'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0023,Hot work,LSR05,none,hot_work-cohort-2,high,stable,88,"at delta point facility in the fabrication bay, the rigger prepared hot work during the post-task check stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0023 was logged.",High,SIF_POTENTIAL,['LSR05'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0024,Hot work,LSR05,Work authorization,hot_work-cohort-2,high,rising,107,"at aurora basin in the fabrication bay, the rigger prepared inspection during the post-task check stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. a secondary check also covered this area, and a portable grinder was isolated before the bay was cleared before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0024 was logged.",High,SIF_POTENTIAL,['LSR05'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0025,Hot work,LSR05,none,hot_work-cohort-1,high,rising,86,"at aurora basin in the fabrication bay, the driver prepared drilling during the pre-job setup stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0025 was logged.",High,SIF_POTENTIAL,['LSR05'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0026,Hot work,LSR05,none,hot_work-cohort-2,high,declining,88,"at echo valley works in the fabrication bay, the rigger prepared electrical maintenance during the task execution stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0026 was logged.",High,SIF_POTENTIAL,['LSR05'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0027,Hot work,LSR05,none,hot_work-cohort-1,high,declining,88,"at echo valley works in the fabrication bay, the inspector prepared valve maintenance during the task execution stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0027 was logged.",High,SIF_POTENTIAL,['LSR05'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0028,Hot work,LSR05,Mechanical lifting,hot_work-cohort-2,high,rising,107,"at aurora basin in the fabrication bay, the operator prepared inspection during the isolation check stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. a secondary check also covered this area, and a portable grinder was isolated before the bay was cleared before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0028 was logged.",High,SIF_POTENTIAL,['LSR05'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0029,Hot work,LSR05,none,hot_work-cohort-1,high,rising,88,"at blue mesa yard in the fabrication bay, the driver prepared mechanical lifting during the post-task check stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0029 was logged.",High,SIF_POTENTIAL,['LSR05'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0030,Hot work,LSR05,none,hot_work-cohort-2,high,rising,87,"at aurora basin in the fabrication bay, the supervisor prepared pressure testing during the isolation check stage. the equipment was welding torch, gas cylinder, and nearby vapour source. welding started near flammable gas before the ignition source was controlled. the welder was beside the potential fire and explosion path. the expected permit, gas test, fire watch, and ignition-source control was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0030 was logged.",High,SIF_POTENTIAL,['LSR05'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0031,Line of fire,LSR06,none,line_of_fire-cohort-2,high,declining,85,"at echo valley works in the pipe rack laydown area, the operator prepared driving during the equipment positioning stage. the equipment was pipe spool and temporary lifting frame. a suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. the expected exclusion zone, tag line, and hands-off positioning was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0031 was logged.",High,SIF_POTENTIAL,['LSR06'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0032,Line of fire,LSR06,Working at height,line_of_fire-cohort-1,high,stable,106,"at cedar ridge station in the pipe rack laydown area, the driver prepared drilling during the post-task check stage. the equipment was pipe spool and temporary lifting frame. a suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. the expected exclusion zone, tag line, and hands-off positioning was not verified. a secondary check also covered this area, and a small hand tool was moved outside the marked boundary before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0032 was logged.",High,SIF_POTENTIAL,['LSR06'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0033,Line of fire,LSR06,none,line_of_fire-cohort-1,high,rising,86,"at blue mesa yard in the pipe rack laydown area, the driver prepared valve maintenance during the post-task check stage. the equipment was pipe spool and temporary lifting frame. a suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. the expected exclusion zone, tag line, and hands-off positioning was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0033 was logged.",High,SIF_POTENTIAL,['LSR06'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0034,Line of fire,LSR06,none,line_of_fire-cohort-1,high,stable,85,"at delta point facility in the pipe rack laydown area, the driver prepared inspection during the post-task check stage. the equipment was pipe spool and temporary lifting frame. a suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. the expected exclusion zone, tag line, and hands-off positioning was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0034 was logged.",High,SIF_POTENTIAL,['LSR06'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0035,Line of fire,LSR06,none,line_of_fire-cohort-1,high,declining,85,"at frostline depot in the pipe rack laydown area, the driver prepared hot work during the pre-job setup stage. the equipment was pipe spool and temporary lifting frame. a suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. the expected exclusion zone, tag line, and hands-off positioning was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0035 was logged.",High,SIF_POTENTIAL,['LSR06'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0036,Line of fire,LSR06,Bypassed safety controls,line_of_fire-cohort-2,high,rising,107,"at blue mesa yard in the pipe rack laydown area, the rigger prepared hot work during the task execution stage. the equipment was pipe spool and temporary lifting frame. a suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. the expected exclusion zone, tag line, and hands-off positioning was not verified. a secondary check also covered this area, and a small hand tool was moved outside the marked boundary before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0036 was logged.",High,SIF_POTENTIAL,['LSR06'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0037,Line of fire,LSR06,none,line_of_fire-cohort-2,high,declining,86,"at echo valley works in the pipe rack laydown area, the supervisor prepared hot work during the pre-job setup stage. the equipment was pipe spool and temporary lifting frame. a suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. the expected exclusion zone, tag line, and hands-off positioning was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0037 was logged.",High,SIF_POTENTIAL,['LSR06'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0038,Line of fire,LSR06,none,line_of_fire-cohort-2,high,stable,86,"at cedar ridge station in the pipe rack laydown area, the rigger prepared mechanical lifting during the post-task check stage. the equipment was pipe spool and temporary lifting frame. a suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. the expected exclusion zone, tag line, and hands-off positioning was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0038 was logged.",High,SIF_POTENTIAL,['LSR06'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0039,Line of fire,LSR06,none,line_of_fire-cohort-1,high,declining,85,"at echo valley works in the pipe rack laydown area, the inspector prepared drilling during the task execution stage. the equipment was pipe spool and temporary lifting frame. a suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. the expected exclusion zone, tag line, and hands-off positioning was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0039 was logged.",High,SIF_POTENTIAL,['LSR06'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0040,Line of fire,LSR06,Routine work,line_of_fire-cohort-2,high,declining,106,"at frostline depot in the pipe rack laydown area, the rigger prepared mechanical lifting during the task execution stage. the equipment was pipe spool and temporary lifting frame. a suspended load fell and struck a worker. a rigger stood in the line of fire beside the load path. the expected exclusion zone, tag line, and hands-off positioning was not verified. a secondary check also covered this area, and a small hand tool was moved outside the marked boundary before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0040 was logged.",High,SIF_POTENTIAL,['LSR06'],"['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0041,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-1,high,rising,91,"at blue mesa yard in the lifting pad, the inspector prepared mechanical lifting during the equipment positioning stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0041 was logged.",High,SIF_POTENTIAL,"['LSR06', 'LSR07']","['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0042,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-2,high,rising,106,"at aurora basin in the lifting pad, the technician prepared valve maintenance during the equipment positioning stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0042 was logged. the crane, hoist, and rigging failed while the load was lifted. demo sequence 0042 was logged.",High,SIF_POTENTIAL,"['LSR06', 'LSR07']","['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0043,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-1,high,stable,106,"at cedar ridge station in the lifting pad, the inspector prepared driving during the equipment positioning stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0043 was logged. the crane, hoist, and rigging failed while the load was lifted. demo sequence 0043 was logged.",High,SIF_POTENTIAL,"['LSR06', 'LSR07']","['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0044,Mechanical lifting,LSR07,Work authorization,mechanical_lifting-cohort-2,high,stable,126,"at delta point facility in the lifting pad, the driver prepared drilling during the pre-job setup stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. a secondary check also covered this area, and the tag line was repositioned before the next lift before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0044 was logged. the crane, hoist, and rigging failed while the load was lifted. demo sequence 0044 was logged.",High,SIF_POTENTIAL,"['LSR06', 'LSR07']","['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0045,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-2,high,rising,90,"at aurora basin in the lifting pad, the technician prepared mechanical lifting during the equipment positioning stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0045 was logged.",High,SIF_POTENTIAL,"['LSR06', 'LSR07']","['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0046,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-1,high,rising,91,"at blue mesa yard in the lifting pad, the inspector prepared mechanical lifting during the equipment positioning stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0046 was logged.",High,SIF_POTENTIAL,"['LSR06', 'LSR07']","['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0047,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-2,high,rising,106,"at aurora basin in the lifting pad, the driver prepared valve maintenance during the pre-job setup stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0047 was logged. the crane, hoist, and rigging failed while the load was lifted. demo sequence 0047 was logged.",High,SIF_POTENTIAL,"['LSR06', 'LSR07']","['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0048,Mechanical lifting,LSR07,Energy isolation,mechanical_lifting-cohort-1,high,stable,126,"at cedar ridge station in the lifting pad, the inspector prepared drilling during the task execution stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. a secondary check also covered this area, and the tag line was repositioned before the next lift before work stopped. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0048 was logged. the crane, hoist, and rigging failed while the load was lifted. demo sequence 0048 was logged.",High,SIF_POTENTIAL,"['LSR06', 'LSR07']","['LSR01', 'LSR02', 'LSR08']",True
DEMO500-0049,Mechanical lifting,LSR07,none,mechanical_lifting-cohort-2,high,stable,107,"at cedar ridge station in the lifting pad, the technician prepared valve maintenance during the equipment positioning stage. the equipment was crane, sling, and suspended load. the crane, hoist, and rigging failed while the load was lifted. a suspended load fell and struck a worker. the rigger was under or beside the suspended load. the expected lift plan, inspected rigging, and exclusion zone was not verified. no serious injury occurred, but severe harm was credible. work stopped, the control was restored, and the event was recorded. demo sequence 0049 was logged. the crane, hoist, and rigging failed while the load was lifted. demo sequence 0049 was logged.",High,SIF_POTENTIAL,"['LSR06', 'LSR07']","['LSR01', 'LSR02', 'LSR08']",True
