candidate_id,final_sif_label,source,source_record_id,event_group
OSHA-SIR-2015010670,SIF_POTENTIAL,OSHA_SIR,2015010670,event_group_0432
OSHA-SIR-2015010700,SIF_POTENTIAL,OSHA_SIR,2015010700,event_group_0237
OSHA-SIR-2015010720,NON_SIF_POTENTIAL,OSHA_SIR,2015010720,event_group_0306
OSHA-SIR-2015010726,SIF_POTENTIAL,OSHA_SIR,2015010726,event_group_0171
OSHA-SIR-2015010739,SIF_POTENTIAL,OSHA_SIR,2015010739,event_group_0301
OSHA-SIR-2015020050,SIF_POTENTIAL,OSHA_SIR,2015020050,event_group_0185
OSHA-SIR-2015020055,SIF_POTENTIAL,OSHA_SIR,2015020055,event_group_0214
OSHA-SIR-2015020234,SIF_POTENTIAL,OSHA_SIR,2015020234,event_group_0142
OSHA-SIR-2015020241,SIF_POTENTIAL,OSHA_SIR,2015020241,event_group_0375
OSHA-SIR-2015020647,SIF_POTENTIAL,OSHA_SIR,2015020647,event_group_0285
OSHA-SIR-2015020653,NON_SIF_POTENTIAL,OSHA_SIR,2015020653,event_group_0282
OSHA-SIR-2015020726,SIF_POTENTIAL,OSHA_SIR,2015020726,event_group_0436
OSHA-SIR-2015020759,SIF_POTENTIAL,OSHA_SIR,2015020759,event_group_0386
OSHA-SIR-2015020796,SIF_POTENTIAL,OSHA_SIR,2015020796,event_group_0145
OSHA-SIR-2015021118,SIF_POTENTIAL,OSHA_SIR,2015021118,event_group_0383
OSHA-SIR-2015021157,SIF_POTENTIAL,OSHA_SIR,2015021157,event_group_0363
OSHA-SIR-2015021264,SIF_POTENTIAL,OSHA_SIR,2015021264,event_group_0430
OSHA-SIR-2015021269,SIF_POTENTIAL,OSHA_SIR,2015021269,event_group_0182
OSHA-SIR-2015021361,SIF_POTENTIAL,OSHA_SIR,2015021361,event_group_0222
OSHA-SIR-2015030879,SIF_POTENTIAL,OSHA_SIR,2015030879,event_group_0340
OSHA-SIR-2015030990,SIF_POTENTIAL,OSHA_SIR,2015030990,event_group_0331
OSHA-SIR-2015031093,SIF_POTENTIAL,OSHA_SIR,2015031093,event_group_0422
OSHA-SIR-2015031198,SIF_POTENTIAL,OSHA_SIR,2015031198,event_group_0161
OSHA-SIR-2015031231,NON_SIF_POTENTIAL,OSHA_SIR,2015031231,event_group_0162
OSHA-SIR-2015031384,SIF_POTENTIAL,OSHA_SIR,2015031384,event_group_0215
OSHA-SIR-2015031426,SIF_POTENTIAL,OSHA_SIR,2015031426,event_group_0394
OSHA-SIR-2015031586,SIF_POTENTIAL,OSHA_SIR,2015031586,event_group_0191
OSHA-SIR-2015041924,SIF_POTENTIAL,OSHA_SIR,2015041924,event_group_0172
OSHA-SIR-2015041925,SIF_POTENTIAL,OSHA_SIR,2015041925,event_group_0259
OSHA-SIR-2015041930,SIF_POTENTIAL,OSHA_SIR,2015041930,event_group_0312
OSHA-SIR-2015041948,SIF_POTENTIAL,OSHA_SIR,2015041948,event_group_0350
OSHA-SIR-2015042100,SIF_POTENTIAL,OSHA_SIR,2015042100,event_group_0179
OSHA-SIR-2015042299,NON_SIF_POTENTIAL,OSHA_SIR,2015042299,event_group_0321
OSHA-SIR-2015042422,SIF_POTENTIAL,OSHA_SIR,2015042422,event_group_0337
OSHA-SIR-2015052803,SIF_POTENTIAL,OSHA_SIR,2015052803,event_group_0440
OSHA-SIR-2015052903,SIF_POTENTIAL,OSHA_SIR,2015052903,event_group_0149
OSHA-SIR-2015052971,SIF_POTENTIAL,OSHA_SIR,2015052971,event_group_0297
OSHA-SIR-2015053314,SIF_POTENTIAL,OSHA_SIR,2015053314,event_group_0210
OSHA-SIR-2015053786,SIF_POTENTIAL,OSHA_SIR,2015053786,event_group_0364
OSHA-SIR-2015060215,SIF_POTENTIAL,OSHA_SIR,2015060215,event_group_0187
OSHA-SIR-2015063456,SIF_POTENTIAL,OSHA_SIR,2015063456,event_group_0370
OSHA-SIR-2015063519,SIF_POTENTIAL,OSHA_SIR,2015063519,event_group_0175
OSHA-SIR-2015063562,SIF_POTENTIAL,OSHA_SIR,2015063562,event_group_0203
OSHA-SIR-2015063813,SIF_POTENTIAL,OSHA_SIR,2015063813,event_group_0245
OSHA-SIR-2015063815,SIF_POTENTIAL,OSHA_SIR,2015063815,event_group_0181
OSHA-SIR-2015064201,SIF_POTENTIAL,OSHA_SIR,2015064201,event_group_0307
OSHA-SIR-2015074326,SIF_POTENTIAL,OSHA_SIR,2015074326,event_group_0156
OSHA-SIR-2015074344,SIF_POTENTIAL,OSHA_SIR,2015074344,event_group_0299
OSHA-SIR-2015074428,SIF_POTENTIAL,OSHA_SIR,2015074428,event_group_0330
OSHA-SIR-2015074999,SIF_POTENTIAL,OSHA_SIR,2015074999,event_group_0193
OSHA-SIR-2015075090,SIF_POTENTIAL,OSHA_SIR,2015075090,event_group_0303
OSHA-SIR-2015075200,SIF_POTENTIAL,OSHA_SIR,2015075200,event_group_0323
OSHA-SIR-2015075247,NON_SIF_POTENTIAL,OSHA_SIR,2015075247,event_group_0347
OSHA-SIR-2015085625,SIF_POTENTIAL,OSHA_SIR,2015085625,event_group_0329
OSHA-SIR-2015086176,SIF_POTENTIAL,OSHA_SIR,2015086176,event_group_0385
OSHA-SIR-2015096294,SIF_POTENTIAL,OSHA_SIR,2015096294,event_group_0356
OSHA-SIR-2015096308,NON_SIF_POTENTIAL,OSHA_SIR,2015096308,event_group_0435
OSHA-SIR-2015096421,SIF_POTENTIAL,OSHA_SIR,2015096421,event_group_0270
OSHA-SIR-2015096491,SIF_POTENTIAL,OSHA_SIR,2015096491,event_group_0345
OSHA-SIR-2015096726,SIF_POTENTIAL,OSHA_SIR,2015096726,event_group_0169
OSHA-SIR-2015096851,SIF_POTENTIAL,OSHA_SIR,2015096851,event_group_0257
OSHA-SIR-2015107520,SIF_POTENTIAL,OSHA_SIR,2015107520,event_group_0344
OSHA-SIR-2015107725,SIF_POTENTIAL,OSHA_SIR,2015107725,event_group_0227
OSHA-SIR-2015107866,NON_SIF_POTENTIAL,OSHA_SIR,2015107866,event_group_0219
OSHA-SIR-2015107932,SIF_POTENTIAL,OSHA_SIR,2015107932,event_group_0313
OSHA-SIR-2015108004,SIF_POTENTIAL,OSHA_SIR,2015108004,event_group_0263
OSHA-SIR-2015118254,NON_SIF_POTENTIAL,OSHA_SIR,2015118254,event_group_0216
OSHA-SIR-2015118264,SIF_POTENTIAL,OSHA_SIR,2015118264,event_group_0429
OSHA-SIR-2015118676,SIF_POTENTIAL,OSHA_SIR,2015118676,event_group_0325
OSHA-SIR-2015118789,SIF_POTENTIAL,OSHA_SIR,2015118789,event_group_0183
OSHA-SIR-2015118874,SIF_POTENTIAL,OSHA_SIR,2015118874,event_group_0404
OSHA-SIR-2015118993,NON_SIF_POTENTIAL,OSHA_SIR,2015118993,event_group_0318
OSHA-SIR-2015129168,NON_SIF_POTENTIAL,OSHA_SIR,2015129168,event_group_0247
OSHA-SIR-2015129170,SIF_POTENTIAL,OSHA_SIR,2015129170,event_group_0389
OSHA-SIR-2015129881,SIF_POTENTIAL,OSHA_SIR,2015129881,event_group_0233
OSHA-SIR-2016010251,SIF_POTENTIAL,OSHA_SIR,2016010251,event_group_0252
OSHA-SIR-2016010669,SIF_POTENTIAL,OSHA_SIR,2016010669,event_group_0333
OSHA-SIR-2016010758,SIF_POTENTIAL,OSHA_SIR,2016010758,event_group_0408
OSHA-SIR-2016010940,NON_SIF_POTENTIAL,OSHA_SIR,2016010940,event_group_0138
OSHA-SIR-2016020995,NON_SIF_POTENTIAL,OSHA_SIR,2016020995,event_group_0276
OSHA-SIR-2016021254,SIF_POTENTIAL,OSHA_SIR,2016021254,event_group_0437
OSHA-SIR-2016021347,SIF_POTENTIAL,OSHA_SIR,2016021347,event_group_0196
OSHA-SIR-2016021394,SIF_POTENTIAL,OSHA_SIR,2016021394,event_group_0324
OSHA-SIR-2016021597,SIF_POTENTIAL,OSHA_SIR,2016021597,event_group_0265
OSHA-SIR-2016032350,NON_SIF_POTENTIAL,OSHA_SIR,2016032350,event_group_0218
OSHA-SIR-2016042900,SIF_POTENTIAL,OSHA_SIR,2016042900,event_group_0137
OSHA-SIR-2016043296,SIF_POTENTIAL,OSHA_SIR,2016043296,event_group_0378
OSHA-SIR-2016043383,SIF_POTENTIAL,OSHA_SIR,2016043383,event_group_0208
OSHA-SIR-2016054654,SIF_POTENTIAL,OSHA_SIR,2016054654,event_group_0242
OSHA-SIR-2016055851,SIF_POTENTIAL,OSHA_SIR,2016055851,event_group_0255
OSHA-SIR-2016065127,SIF_POTENTIAL,OSHA_SIR,2016065127,event_group_0358
OSHA-SIR-2016076185,NON_SIF_POTENTIAL,OSHA_SIR,2016076185,event_group_0281
OSHA-SIR-2016076722,SIF_POTENTIAL,OSHA_SIR,2016076722,event_group_0163
OSHA-SIR-2016076909,SIF_POTENTIAL,OSHA_SIR,2016076909,event_group_0411
OSHA-SIR-2016087391,SIF_POTENTIAL,OSHA_SIR,2016087391,event_group_0398
OSHA-SIR-2016088097,NON_SIF_POTENTIAL,OSHA_SIR,2016088097,event_group_0212
OSHA-SIR-2016098458,SIF_POTENTIAL,OSHA_SIR,2016098458,event_group_0368
OSHA-SIR-2016098738,SIF_POTENTIAL,OSHA_SIR,2016098738,event_group_0280
OSHA-SIR-2016099138,NON_SIF_POTENTIAL,OSHA_SIR,2016099138,event_group_0229
OSHA-SIR-2016099268,SIF_POTENTIAL,OSHA_SIR,2016099268,event_group_0366
OSHA-SIR-20161010153,SIF_POTENTIAL,OSHA_SIR,20161010153,event_group_0447
OSHA-SIR-20161011139,SIF_POTENTIAL,OSHA_SIR,20161011139,event_group_0192
OSHA-SIR-2016109353,SIF_POTENTIAL,OSHA_SIR,2016109353,event_group_0238
OSHA-SIR-2016109793,SIF_POTENTIAL,OSHA_SIR,2016109793,event_group_0220
OSHA-SIR-20161110668,SIF_POTENTIAL,OSHA_SIR,20161110668,event_group_0434
OSHA-SIR-20161211319,SIF_POTENTIAL,OSHA_SIR,20161211319,event_group_0399
OSHA-SIR-20161211930,NON_SIF_POTENTIAL,OSHA_SIR,20161211930,event_group_0228
OSHA-SIR-20161211967,SIF_POTENTIAL,OSHA_SIR,20161211967,event_group_0173
OSHA-SIR-2017010028,SIF_POTENTIAL,OSHA_SIR,2017010028,event_group_0388
OSHA-SIR-2017010049,SIF_POTENTIAL,OSHA_SIR,2017010049,event_group_0159
OSHA-SIR-2017010082,SIF_POTENTIAL,OSHA_SIR,2017010082,event_group_0326
OSHA-SIR-2017010232,SIF_POTENTIAL,OSHA_SIR,2017010232,event_group_0292
OSHA-SIR-2017010688,SIF_POTENTIAL,OSHA_SIR,2017010688,event_group_0261
OSHA-SIR-2017021205,SIF_POTENTIAL,OSHA_SIR,2017021205,event_group_0189
OSHA-SIR-2017021801,SIF_POTENTIAL,OSHA_SIR,2017021801,event_group_0374
OSHA-SIR-2017032812,NON_SIF_POTENTIAL,OSHA_SIR,2017032812,event_group_0278
OSHA-SIR-20170412415,SIF_POTENTIAL,OSHA_SIR,20170412415,event_group_0359
OSHA-SIR-2017043386,NON_SIF_POTENTIAL,OSHA_SIR,2017043386,event_group_0424
OSHA-SIR-2017043721,SIF_POTENTIAL,OSHA_SIR,2017043721,event_group_0272
OSHA-SIR-2017054249,SIF_POTENTIAL,OSHA_SIR,2017054249,event_group_0264
OSHA-SIR-2017054463,NON_SIF_POTENTIAL,OSHA_SIR,2017054463,event_group_0178
OSHA-SIR-2017065650,SIF_POTENTIAL,OSHA_SIR,2017065650,event_group_0248
OSHA-SIR-2017076668,SIF_POTENTIAL,OSHA_SIR,2017076668,event_group_0146
OSHA-SIR-2017087880,SIF_POTENTIAL,OSHA_SIR,2017087880,event_group_0253
OSHA-SIR-2017088097,SIF_POTENTIAL,OSHA_SIR,2017088097,event_group_0353
OSHA-SIR-2017099315,SIF_POTENTIAL,OSHA_SIR,2017099315,event_group_0167
OSHA-SIR-20171010045,SIF_POTENTIAL,OSHA_SIR,20171010045,event_group_0416
OSHA-SIR-20171010193,SIF_POTENTIAL,OSHA_SIR,20171010193,event_group_0305
OSHA-SIR-20171010313,SIF_POTENTIAL,OSHA_SIR,20171010313,event_group_0144
OSHA-SIR-2017109574,NON_SIF_POTENTIAL,OSHA_SIR,2017109574,event_group_0354
OSHA-SIR-2017109605,NON_SIF_POTENTIAL,OSHA_SIR,2017109605,event_group_0250
OSHA-SIR-20171110941,SIF_POTENTIAL,OSHA_SIR,20171110941,event_group_0152
OSHA-SIR-20171110965,SIF_POTENTIAL,OSHA_SIR,20171110965,event_group_0379
OSHA-SIR-20171211664,SIF_POTENTIAL,OSHA_SIR,20171211664,event_group_0275
OSHA-SIR-20171212048,SIF_POTENTIAL,OSHA_SIR,20171212048,event_group_0327
OSHA-SIR-20171212120,SIF_POTENTIAL,OSHA_SIR,20171212120,event_group_0423
OSHA-SIR-2018010036,SIF_POTENTIAL,OSHA_SIR,2018010036,event_group_0140
OSHA-SIR-2018010419,SIF_POTENTIAL,OSHA_SIR,2018010419,event_group_0223
OSHA-SIR-2018010452,SIF_POTENTIAL,OSHA_SIR,2018010452,event_group_0256
OSHA-SIR-2018021922,NON_SIF_POTENTIAL,OSHA_SIR,2018021922,event_group_0402
OSHA-SIR-2018032178,NON_SIF_POTENTIAL,OSHA_SIR,2018032178,event_group_0298
OSHA-SIR-2018032549,SIF_POTENTIAL,OSHA_SIR,2018032549,event_group_0206
OSHA-SIR-2018033060,SIF_POTENTIAL,OSHA_SIR,2018033060,event_group_0382
OSHA-SIR-2018033109,SIF_POTENTIAL,OSHA_SIR,2018033109,event_group_0184
OSHA-SIR-2018043604,SIF_POTENTIAL,OSHA_SIR,2018043604,event_group_0369
OSHA-SIR-2018044142,SIF_POTENTIAL,OSHA_SIR,2018044142,event_group_0332
OSHA-SIR-2018054320,SIF_POTENTIAL,OSHA_SIR,2018054320,event_group_0328
OSHA-SIR-2018054484,SIF_POTENTIAL,OSHA_SIR,2018054484,event_group_0410
OSHA-SIR-2018054817,NON_SIF_POTENTIAL,OSHA_SIR,2018054817,event_group_0362
OSHA-SIR-2018055172,SIF_POTENTIAL,OSHA_SIR,2018055172,event_group_0377
OSHA-SIR-2018065466,NON_SIF_POTENTIAL,OSHA_SIR,2018065466,event_group_0421
OSHA-SIR-2018065995,SIF_POTENTIAL,OSHA_SIR,2018065995,event_group_0302
OSHA-SIR-2018066035,SIF_POTENTIAL,OSHA_SIR,2018066035,event_group_0403
OSHA-SIR-2018076959,SIF_POTENTIAL,OSHA_SIR,2018076959,event_group_0444
OSHA-SIR-2018077788,SIF_POTENTIAL,OSHA_SIR,2018077788,event_group_0160
OSHA-SIR-2018088899,SIF_POTENTIAL,OSHA_SIR,2018088899,event_group_0176
OSHA-SIR-2018099765,SIF_POTENTIAL,OSHA_SIR,2018099765,event_group_0268
OSHA-SIR-20181010628,SIF_POTENTIAL,OSHA_SIR,20181010628,event_group_0406
OSHA-SIR-20181010670,SIF_POTENTIAL,OSHA_SIR,20181010670,event_group_0355
OSHA-SIR-20181011102,SIF_POTENTIAL,OSHA_SIR,20181011102,event_group_0316
OSHA-SIR-20181111301,NON_SIF_POTENTIAL,OSHA_SIR,20181111301,event_group_0139
OSHA-SIR-20181111446,NON_SIF_POTENTIAL,OSHA_SIR,20181111446,event_group_0279
OSHA-SIR-20181212860,SIF_POTENTIAL,OSHA_SIR,20181212860,event_group_0441
OSHA-SIR-2019011040,SIF_POTENTIAL,OSHA_SIR,2019011040,event_group_0405
OSHA-SIR-2019021679,NON_SIF_POTENTIAL,OSHA_SIR,2019021679,event_group_0274
OSHA-SIR-2019032243,SIF_POTENTIAL,OSHA_SIR,2019032243,event_group_0277
OSHA-SIR-2019032433,SIF_POTENTIAL,OSHA_SIR,2019032433,event_group_0186
OSHA-SIR-2019032471,SIF_POTENTIAL,OSHA_SIR,2019032471,event_group_0342
OSHA-SIR-2019033190,SIF_POTENTIAL,OSHA_SIR,2019033190,event_group_0273
OSHA-SIR-2019043400,SIF_POTENTIAL,OSHA_SIR,2019043400,event_group_0371
OSHA-SIR-2019043879,SIF_POTENTIAL,OSHA_SIR,2019043879,event_group_0209
OSHA-SIR-2019044020,NON_SIF_POTENTIAL,OSHA_SIR,2019044020,event_group_0319
OSHA-SIR-2019044133,SIF_POTENTIAL,OSHA_SIR,2019044133,event_group_0348
OSHA-SIR-2019054745,SIF_POTENTIAL,OSHA_SIR,2019054745,event_group_0419
OSHA-SIR-2019054968,SIF_POTENTIAL,OSHA_SIR,2019054968,event_group_0442
OSHA-SIR-2019065723,SIF_POTENTIAL,OSHA_SIR,2019065723,event_group_0443
OSHA-SIR-2019065947,SIF_POTENTIAL,OSHA_SIR,2019065947,event_group_0439
OSHA-SIR-2019066117,SIF_POTENTIAL,OSHA_SIR,2019066117,event_group_0289
OSHA-SIR-2019076882,SIF_POTENTIAL,OSHA_SIR,2019076882,event_group_0293
OSHA-SIR-2019077628,SIF_POTENTIAL,OSHA_SIR,2019077628,event_group_0433
OSHA-SIR-2019099280,SIF_POTENTIAL,OSHA_SIR,2019099280,event_group_0288
OSHA-SIR-2019099329,SIF_POTENTIAL,OSHA_SIR,2019099329,event_group_0211
OSHA-SIR-2019099854,SIF_POTENTIAL,OSHA_SIR,2019099854,event_group_0407
OSHA-SIR-2019099922,SIF_POTENTIAL,OSHA_SIR,2019099922,event_group_0207
OSHA-SIR-20191213024,SIF_POTENTIAL,OSHA_SIR,20191213024,event_group_0367
OSHA-SIR-2020021385,SIF_POTENTIAL,OSHA_SIR,2020021385,event_group_0413
OSHA-SIR-2020032012,SIF_POTENTIAL,OSHA_SIR,2020032012,event_group_0213
OSHA-SIR-2020032237,SIF_POTENTIAL,OSHA_SIR,2020032237,event_group_0232
OSHA-SIR-2020032242,SIF_POTENTIAL,OSHA_SIR,2020032242,event_group_0195
OSHA-SIR-2020043073,SIF_POTENTIAL,OSHA_SIR,2020043073,event_group_0339
OSHA-SIR-2020054632,SIF_POTENTIAL,OSHA_SIR,2020054632,event_group_0199
OSHA-SIR-2020066088,SIF_POTENTIAL,OSHA_SIR,2020066088,event_group_0365
OSHA-SIR-2020076617,SIF_POTENTIAL,OSHA_SIR,2020076617,event_group_0415
OSHA-SIR-2020088291,SIF_POTENTIAL,OSHA_SIR,2020088291,event_group_0334
OSHA-SIR-20201110744,SIF_POTENTIAL,OSHA_SIR,20201110744,event_group_0291
OSHA-SIR-20201111093,SIF_POTENTIAL,OSHA_SIR,20201111093,event_group_0418
OSHA-SIR-20201211546,SIF_POTENTIAL,OSHA_SIR,20201211546,event_group_0174
OSHA-SIR-20201211952,SIF_POTENTIAL,OSHA_SIR,20201211952,event_group_0393
OSHA-SIR-2021020886,SIF_POTENTIAL,OSHA_SIR,2021020886,event_group_0243
OSHA-SIR-2021020944,NON_SIF_POTENTIAL,OSHA_SIR,2021020944,event_group_0177
OSHA-SIR-2021021108,NON_SIF_POTENTIAL,OSHA_SIR,2021021108,event_group_0400
OSHA-SIR-2021021240,SIF_POTENTIAL,OSHA_SIR,2021021240,event_group_0150
OSHA-SIR-2021021798,SIF_POTENTIAL,OSHA_SIR,2021021798,event_group_0262
OSHA-SIR-2021032721,NON_SIF_POTENTIAL,OSHA_SIR,2021032721,event_group_0438
OSHA-SIR-2021053666,SIF_POTENTIAL,OSHA_SIR,2021053666,event_group_0205
OSHA-SIR-2021053922,SIF_POTENTIAL,OSHA_SIR,2021053922,event_group_0200
OSHA-SIR-2021054085,SIF_POTENTIAL,OSHA_SIR,2021054085,event_group_0225
OSHA-SIR-2021065283,SIF_POTENTIAL,OSHA_SIR,2021065283,event_group_0266
OSHA-SIR-2021075939,SIF_POTENTIAL,OSHA_SIR,2021075939,event_group_0390
OSHA-SIR-2021086899,SIF_POTENTIAL,OSHA_SIR,2021086899,event_group_0343
OSHA-SIR-2021087009,SIF_POTENTIAL,OSHA_SIR,2021087009,event_group_0387
OSHA-SIR-2021119925,SIF_POTENTIAL,OSHA_SIR,2021119925,event_group_0395
OSHA-SIR-2022010682,SIF_POTENTIAL,OSHA_SIR,2022010682,event_group_0446
OSHA-SIR-2022020992,NON_SIF_POTENTIAL,OSHA_SIR,2022020992,event_group_0283
OSHA-SIR-2022021797,SIF_POTENTIAL,OSHA_SIR,2022021797,event_group_0230
OSHA-SIR-2022032643,NON_SIF_POTENTIAL,OSHA_SIR,2022032643,event_group_0284
OSHA-SIR-2022032767,NON_SIF_POTENTIAL,OSHA_SIR,2022032767,event_group_0217
OSHA-SIR-2022043040,SIF_POTENTIAL,OSHA_SIR,2022043040,event_group_0240
OSHA-SIR-2022064891,SIF_POTENTIAL,OSHA_SIR,2022064891,event_group_0166
OSHA-SIR-2022065392,SIF_POTENTIAL,OSHA_SIR,2022065392,event_group_0239
OSHA-SIR-2022075823,SIF_POTENTIAL,OSHA_SIR,2022075823,event_group_0296
OSHA-SIR-2022098322,SIF_POTENTIAL,OSHA_SIR,2022098322,event_group_0426
OSHA-SIR-2023021122,SIF_POTENTIAL,OSHA_SIR,2023021122,event_group_0254
OSHA-SIR-2023031900,SIF_POTENTIAL,OSHA_SIR,2023031900,event_group_0197
OSHA-SIR-2023054552,NON_SIF_POTENTIAL,OSHA_SIR,2023054552,event_group_0360
OSHA-SIR-2023086969,SIF_POTENTIAL,OSHA_SIR,2023086969,event_group_0180
OSHA-SIR-2023087194,SIF_POTENTIAL,OSHA_SIR,2023087194,event_group_0384
OSHA-SIR-2023087375,SIF_POTENTIAL,OSHA_SIR,2023087375,event_group_0194
OSHA-SIR-20231211139,SIF_POTENTIAL,OSHA_SIR,20231211139,event_group_0001
OSHA-SIR-20231211158,SIF_POTENTIAL,OSHA_SIR,20231211158,event_group_0022
OSHA-SIR-20231211320,SIF_POTENTIAL,OSHA_SIR,20231211320,event_group_0002
OSHA-SIR-20231211334,SIF_POTENTIAL,OSHA_SIR,20231211334,event_group_0053
OSHA-SIR-20231211376,SIF_POTENTIAL,OSHA_SIR,20231211376,event_group_0085
OSHA-SIR-20231211765,NON_SIF_POTENTIAL,OSHA_SIR,20231211765,event_group_0417
OSHA-SIR-2024010031,SIF_POTENTIAL,OSHA_SIR,2024010031,event_group_0036
OSHA-SIR-2024010071,NON_SIF_POTENTIAL,OSHA_SIR,2024010071,event_group_0042
OSHA-SIR-2024010091,NON_SIF_POTENTIAL,OSHA_SIR,2024010091,event_group_0044
OSHA-SIR-2024010118,SIF_POTENTIAL,OSHA_SIR,2024010118,event_group_0089
OSHA-SIR-2024010135,SIF_POTENTIAL,OSHA_SIR,2024010135,event_group_0028
OSHA-SIR-2024010158,SIF_POTENTIAL,OSHA_SIR,2024010158,event_group_0009
OSHA-SIR-2024010257,SIF_POTENTIAL,OSHA_SIR,2024010257,event_group_0007
OSHA-SIR-2024010648,SIF_POTENTIAL,OSHA_SIR,2024010648,event_group_0075
OSHA-SIR-2024010671,SIF_POTENTIAL,OSHA_SIR,2024010671,event_group_0027
OSHA-SIR-2024010753,SIF_POTENTIAL,OSHA_SIR,2024010753,event_group_0017
OSHA-SIR-2024010927,SIF_POTENTIAL,OSHA_SIR,2024010927,event_group_0132
OSHA-SIR-2024021188,SIF_POTENTIAL,OSHA_SIR,2024021188,event_group_0067
OSHA-SIR-2024021191,SIF_POTENTIAL,OSHA_SIR,2024021191,event_group_0092
OSHA-SIR-2024021317,SIF_POTENTIAL,OSHA_SIR,2024021317,event_group_0010
OSHA-SIR-2024021458,SIF_POTENTIAL,OSHA_SIR,2024021458,event_group_0008
OSHA-SIR-2024021495,SIF_POTENTIAL,OSHA_SIR,2024021495,event_group_0127
OSHA-SIR-2024021562,SIF_POTENTIAL,OSHA_SIR,2024021562,event_group_0026
OSHA-SIR-2024021680,SIF_POTENTIAL,OSHA_SIR,2024021680,event_group_0117
OSHA-SIR-2024021688,SIF_POTENTIAL,OSHA_SIR,2024021688,event_group_0097
OSHA-SIR-2024021751,SIF_POTENTIAL,OSHA_SIR,2024021751,event_group_0021
OSHA-SIR-2024032164,SIF_POTENTIAL,OSHA_SIR,2024032164,event_group_0004
OSHA-SIR-2024032181,SIF_POTENTIAL,OSHA_SIR,2024032181,event_group_0020
OSHA-SIR-2024032201,SIF_POTENTIAL,OSHA_SIR,2024032201,event_group_0107
OSHA-SIR-2024032254,NON_SIF_POTENTIAL,OSHA_SIR,2024032254,event_group_0003
OSHA-SIR-2024032536,SIF_POTENTIAL,OSHA_SIR,2024032536,event_group_0059
OSHA-SIR-2024032752,NON_SIF_POTENTIAL,OSHA_SIR,2024032752,event_group_0449
OSHA-SIR-2024042949,SIF_POTENTIAL,OSHA_SIR,2024042949,event_group_0077
OSHA-SIR-2024043057,SIF_POTENTIAL,OSHA_SIR,2024043057,event_group_0129
OSHA-SIR-2024043227,NON_SIF_POTENTIAL,OSHA_SIR,2024043227,event_group_0006
OSHA-SIR-2024043602,SIF_POTENTIAL,OSHA_SIR,2024043602,event_group_0034
OSHA-SIR-2024043641,SIF_POTENTIAL,OSHA_SIR,2024043641,event_group_0095
OSHA-SIR-2024043748,SIF_POTENTIAL,OSHA_SIR,2024043748,event_group_0135
OSHA-SIR-2024053785,SIF_POTENTIAL,OSHA_SIR,2024053785,event_group_0005
OSHA-SIR-2024053824,SIF_POTENTIAL,OSHA_SIR,2024053824,event_group_0116
OSHA-SIR-2024053968,SIF_POTENTIAL,OSHA_SIR,2024053968,event_group_0079
OSHA-SIR-2024054058,SIF_POTENTIAL,OSHA_SIR,2024054058,event_group_0054
