candidate_id,source,source_record_id,narrative,pass_a_label,pass_a_confidence,pass_a_hazard,pass_a_exposure,pass_a_barrier_failure,pass_a_credible_consequence,pass_a_reason,pass_a_framework_version,pass_b_label,pass_b_confidence,pass_b_hazard,pass_b_exposure,pass_b_barrier_failure,pass_b_credible_consequence,pass_b_reason,pass_b_framework_version,consensus_label,consensus_confidence,reconciliation_status,label_provenance
OSHA-SIR-2024021751,OSHA_SIR,2024021751,An employee was trying to lower the level on a condensate boiler by opening a pump case drain line. The plugged condensate line shifted unexpectedly and pinched the employee's left hand against a stanchion. The employee suffered burns to the hand.,UNCERTAIN,0.57,Boiler condensate line and possible heat,Worker's hand was pinched and burned,Line condition and isolation details are incomplete,Thermal or pressure injury; extent unclear,"Temperature, pressure, and release exposure are too unclear to establish credible SIF potential.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.93,"Extreme-temperature fluid, steam, or material",Personnel were in the direct thermal release or contact zone,"Isolation, depressurization, containment, or thermal protection failed",Credible fatal or life-altering burns and systemic injury,Direct exposure to uncontrolled extreme-temperature material supports credible fatal or life-altering burns.,SIF_LABELING_GUIDE_V0_1,UNCERTAIN,,UNCERTAIN,AI_SOL_DUAL_PASS_UNCERTAIN
OSHA-SIR-2024010135,OSHA_SIR,2024010135,"On January 6, 2024, an employee was making a swivel connection involving a winch line. As the joint was being tightened, the threads became sticky. The employee was shaking the winch line to loosen it when the bridle caught on the line and wrapped around his finger. His middle finger was amputated past the fingernail and before the first knuckle.",UNCERTAIN,0.61,Winch line and bridle entanglement,Worker's finger was wrapped by the line,Hand placement near the line was uncontrolled,Digit injury; wider draw-in potential unclear,The narrative does not establish whether the line was powered or capable of drawing the worker beyond the finger.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.94,Moving or rotating machinery and entanglement energy,"Personnel were within an in-running, pull-in, or entanglement zone","Isolation, guarding, or separation from moving parts failed","Credible fatal crushing, pull-in trauma, or life-altering amputation",Personnel exposure to uncontrolled moving machinery supports a credible fatal or life-altering entanglement consequence.,SIF_LABELING_GUIDE_V0_1,UNCERTAIN,,UNCERTAIN,AI_SOL_DUAL_PASS_UNCERTAIN
OSHA-SIR-2025021704,OSHA_SIR,2025021704,"An employee was working on an oil and gas drilling rig and tripping pipe out of the hole. After the employee finished work and took off his gloves, he noticed his fingers had frostbite.",UNCERTAIN,0.55,Environmental cold exposure,Worker's fingers developed frostbite,Exposure duration and controls are not described,Permanent tissue injury is possible but not established,"The narrative lacks temperature, duration, and frostbite severity needed for a binary potential judgment.",AI_SOL_XHIGH_PASS_A,UNCERTAIN,0.56,Environmental temperature exposure,Personnel symptoms are reported without adequate exposure-condition detail,"Monitoring, work-rest, clothing, or shelter controls are not described",Insufficient evidence to establish or exclude fatal or life-altering temperature injury,The environmental conditions and control evidence are insufficient for a reliable SIF-potential judgment.,SIF_LABELING_GUIDE_V0_1,UNCERTAIN,,UNCERTAIN,AI_SOL_DUAL_PASS_UNCERTAIN
OSHA-SIR-2024054626,OSHA_SIR,2024054626,"The employee had been working that day on natural gas compression equipment in the field. As the employee was driving home, he experienced heat illness symptoms and was hospitalized.",SIF_POTENTIAL,0.76,Environmental heat during field work,Worker developed heat-illness symptoms after exposure,Heat-stress controls are not described,Heat stroke and death,Field heat exposure produced illness symptoms and could credibly progress to fatal heat stroke.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.84,Environmental heat stress,Personnel experienced heat exposure during field work,"Heat monitoring, work-rest, hydration, or acclimatization control was ineffective",Credible fatal heat stroke or life-altering organ injury,The documented heat-stress exposure could credibly progress to fatal heat illness.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.760000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2024098181,OSHA_SIR,2024098181,"On September 4, 2024, an employee was using a poke rod to clear a jam from a floor grate that dried distillers grain (DDG) is loaded into for a conveyor. He fell backward to the floor and sustained a brain bleed, two rib fractures, and fractures to their T1 and T2 vertebrae.",NON_SIF_POTENTIAL,0.7,Same-level loss of balance or slip,Worker fell on the same level,Ordinary footing control failed,Injury from a ground-level fall,The narrative describes an ordinary same-level fall without an independent high-energy or elevated exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.700000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2025043710,OSHA_SIR,2025043710,"An employee was adjusting a sensor on a pumping unit motor. He lost balance and began to fall backward. His right ring finger was caught between the belts and the sheave, resulting in a fingertip amputation.",SIF_POTENTIAL,0.76,"Moving belt, pulley, or machinery",Worker contacted the operating mechanism,Guarding or energy-isolation control was ineffective,"Draw-in, major amputation, or crushing",Contact with an accessible moving mechanism could escalate beyond the hand to life-altering injury.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.94,Moving or rotating machinery and entanglement energy,"Personnel were within an in-running, pull-in, or entanglement zone","Isolation, guarding, or separation from moving parts failed","Credible fatal crushing, pull-in trauma, or life-altering amputation",Personnel exposure to uncontrolled moving machinery supports a credible fatal or life-altering entanglement consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.760000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2024010091,OSHA_SIR,2024010091,"An employee missed her chair while sitting down. She fell backward into a display case and landed on the floor. Items on top of the case then fell and struck the employee's head, causing injury to the left side of their head.",UNCERTAIN,0.6,Falling display items after a same-level fall,Items struck the worker's head,Item mass and height are unspecified,Head injury severity cannot be established,The report omits the item mass and fall height needed to judge credible SIF energy.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.88,"Localized contact, impact, or manual-handling energy",Personnel contacted the immediate object or surface,"Local positioning, handling, or housekeeping control failed",Localized injury without a supported fatal or life-altering escalation,The localized contact mechanism does not support a credible fatal or life-altering potential consequence.,SIF_LABELING_GUIDE_V0_1,UNCERTAIN,,UNCERTAIN,AI_SOL_DUAL_PASS_UNCERTAIN
OSHA-SIR-2024076300,OSHA_SIR,2024076300,An employee was filling a 150-gallon water tank on a drilling rig truck. The pressure of the hose at the water station threw the employee from the platform to the ground 4.5 feet below. The employee suffered broken ribs and a head injury and was hospitalized.,SIF_POTENTIAL,0.73,Pressurized hose reaction and elevated platform,Hose force threw the worker from the platform,Hose control and elevated-work controls failed,Head trauma or serious fall injury,"Uncontrolled hose force ejected the worker from an elevated platform, creating credible severe head-injury potential.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.730000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2024054631,OSHA_SIR,2024054631,"The injured employee was retrieving a suitcase generator out of the bed of a pickup truck. While handing the generator to an employee on the ground, the injured employee slipped and fell off the bumper of the truck. He landed on the tongue of the trailer that the truck was coupled to. The employee sustained a bruised lung and three fractured ribs.",NON_SIF_POTENTIAL,0.78,Low-level fall,Worker fell less than about six feet,Footing or access control failed,Ordinary fall injury without established SIF energy,The low fall height and described geometry do not establish credible fatal or life-altering potential.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.780000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2025021232,OSHA_SIR,2025021232,"An employee was unloading diesel fuel from one compartment in a tanker to the next compartment. Fuel was released when a valve was opened. When the employee tried to stop the flow, some of the fuel entered his mouth. He became ill due to fuel ingestion and was hospitalized.",UNCERTAIN,0.6,Diesel fuel ingestion,Fuel entered the worker's mouth,Transfer containment failed,Aspiration or systemic harm; dose unknown,"The swallowed quantity and aspiration evidence are missing, so credible SIF severity cannot be established.",AI_SOL_XHIGH_PASS_A,UNCERTAIN,0.54,Chemical or inhalation exposure of unspecified identity or dose,Personnel exposure is reported without adequate concentration or route detail,"Containment, ventilation, and protective-control details are not described",Insufficient evidence to establish or exclude fatal or life-altering toxicity,"The substance, dose, and control evidence are insufficient for a reliable SIF-potential judgment.",SIF_LABELING_GUIDE_V0_1,UNCERTAIN,,UNCERTAIN,AI_SOL_DUAL_PASS_UNCERTAIN
OSHA-SIR-2025032390,OSHA_SIR,2025032390,"An employee was working on a well. He turned the well on and off, trying to get the head of the well to come up. He then went to adjust the well with a wrench. To access the fittings at the front of the well, the employee put his wrench on the pulley bar to slow down the well. The employee's finger was pinched between the wrench and an angle iron, resulting in amputation to the left ring fingertip.",SIF_POTENTIAL,0.78,Operating well pulley and improvised wrench braking,Worker placed a hand-held wrench at the moving mechanism,Energy isolation and proper operating method failed,"Entanglement, struck-by injury, or major amputation",Using a wrench against an operating pulley exposed the worker to uncontrolled rotating energy.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.94,Moving or rotating machinery and entanglement energy,"Personnel were within an in-running, pull-in, or entanglement zone","Isolation, guarding, or separation from moving parts failed","Credible fatal crushing, pull-in trauma, or life-altering amputation",Personnel exposure to uncontrolled moving machinery supports a credible fatal or life-altering entanglement consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.780000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-20241211383,OSHA_SIR,20241211383,"Two employees were sliding a floor grate toward the front of a chiller. When the grate reached the middle of the unit, two additional employees began lifting it over a gap. The grate became stuck and the injured employee went to the front of the chiller, released the obstruction, and began to move away. The grate (still being pushed forward) struck his lower left leg, pinning it against the chiller frame and breaking the tibia.",UNCERTAIN,0.62,Moving floor grate,Worker's lower leg was pinned against equipment,Communication and push-stop controls failed,Crush severity depends on grate mass and travel,The report does not establish enough load energy or body exposure to resolve whether SIF-level crushing was credible.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1,UNCERTAIN,,UNCERTAIN,AI_SOL_DUAL_PASS_UNCERTAIN
OSHA-SIR-2024021513,OSHA_SIR,2024021513,"An employee fell while exiting a tractor, landed on the ground, and suffered fractures to the pelvis and shoulder blade. The employee was hospitalized.",NON_SIF_POTENTIAL,0.75,Low-level fall,Worker fell less than about six feet,Footing or access control failed,Ordinary fall injury without established SIF energy,The low fall height and described geometry do not establish credible fatal or life-altering potential.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.750000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2025032724,OSHA_SIR,2025032724,"An employee was at a residential home to perform a gas houseline inspection after repairs. While using a flashlight to see, the employee walked into the laundry room and fell into a 2' x 2' access opening for a crawl space in the floor. A black rug was partially covering the opening. The employee fell approximately 40 inches into the crawl space. The employee sustained three fractured ribs on the left side, fluid on the left side of the lungs, and a bruised right knee.",NON_SIF_POTENTIAL,0.78,Low-level fall,Worker fell less than about six feet,Footing or access control failed,Ordinary fall injury without established SIF energy,The low fall height and described geometry do not establish credible fatal or life-altering potential.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.91,"Same-level or short-step slip, trip, or fall energy",Personnel lost footing without an additional high-energy exposure,Walking-surface or footing control failed,Musculoskeletal injury without supported fatal or life-altering potential,The described low-energy fall lacks an additional mechanism supporting credible fatal or life-altering potential.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.780000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2024032554,OSHA_SIR,2024032554,"An employee was taking measurements for electrical conduit while standing on an earthen berm when he lost his balance and fell, landing on his leg and fracturing his left leg and ankle.",UNCERTAIN,0.55,Fall from an earthen berm,Worker fell from an unspecified height,Edge and footing controls are not described,Potential severity depends on missing height and surface details,"The berm height and fall geometry are missing, preventing a defensible binary judgment.",AI_SOL_XHIGH_PASS_A,UNCERTAIN,0.55,Potential lower-level fall or opening of unspecified depth,"Personnel were near the fall hazard, but the credible fall path is unclear","Height, edge protection, or fall-protection details are missing",Insufficient evidence to establish or exclude fatal or life-altering fall trauma,The fall height and protective-barrier evidence are insufficient for a reliable SIF-potential judgment.,SIF_LABELING_GUIDE_V0_1,UNCERTAIN,,UNCERTAIN,AI_SOL_DUAL_PASS_UNCERTAIN
OSHA-SIR-2024109364,OSHA_SIR,2024109364,"The injured employee was spotting for a forklift driver as they were placing a power pack onto a piece of equipment. The employee's left middle fingertip was crushed between the forklift mast and a brace for the equipment, resulting in an amputation to the finger.",NON_SIF_POTENTIAL,0.68,Localized pinch or caught-between point,Hand or finger was placed at the contact point,Hand-positioning or pinch-point control failed,Localized digit injury,The described geometry confines exposure to a hand or finger without credible whole-body or fatal escalation.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,,,DISAGREEMENT,AI_SOL_DUAL_PASS_DISAGREEMENT
OSHA-SIR-20251010231,OSHA_SIR,20251010231,"An employee was leaning down to install conduit. When he stood up, a 2-inch all-thread rod caught and lacerated his left eyelid.",SIF_POTENTIAL,0.76,Protruding threaded rod at eye level,Worker's eyelid contacted the rod,Protrusion guarding and clearance controls failed,Permanent eye loss or penetrating head injury,The unguarded rod contacted the eye area and could credibly cause permanent vision loss.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.9,"Sharp, projected, or pressurized material at face level",The eyes and face were directly in the contact path,"Face protection, guarding, or separation was ineffective or absent",Credible permanent loss of vision or penetrating head injury,The direct eye and face exposure supports a credible life-altering permanent vision consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.760000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2024032434,OSHA_SIR,2024032434,"Two employees were making repairs on a boat. A gust of wind shut the engine room door on one employee's head, opening a wound across the top of the scalp. He was hospitalized.",UNCERTAIN,0.6,Wind-driven engine-room door,Door struck the worker's head,Door securement failed,Potential head injury; door energy unclear,The door mass and closing travel are not described well enough to resolve SIF-level head-impact potential.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.88,"Localized contact, impact, or manual-handling energy",Personnel contacted the immediate object or surface,"Local positioning, handling, or housekeeping control failed",Localized injury without a supported fatal or life-altering escalation,The localized contact mechanism does not support a credible fatal or life-altering potential consequence.,SIF_LABELING_GUIDE_V0_1,UNCERTAIN,,UNCERTAIN,AI_SOL_DUAL_PASS_UNCERTAIN
OSHA-SIR-2024021072,OSHA_SIR,2024021072,"A rig crew had installed the rotating rubber onto the last joint of pipe in a mouse hole. The crew picked up the joint out of the mouse hole to attach it to the stump to make up the last joint. As the joint was placed inside the stump, the rotating rubber (wet from the weather) slid down the casing and struck an employee's right index finger. The finger was amputated.",NON_SIF_POTENTIAL,0.76,Small component dropped at hand level,Worker's hand or finger was beneath the component,Hand placement and support control failed,Localized digit injury,The described drop is confined to the hand without credible full-body or fatal exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.88,"Localized contact, impact, or manual-handling energy",Personnel contacted the immediate object or surface,"Local positioning, handling, or housekeeping control failed",Localized injury without a supported fatal or life-altering escalation,The localized contact mechanism does not support a credible fatal or life-altering potential consequence.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.760000,CONSENSUS_LOWER_CONFIDENCE,AI_SOL_DUAL_PASS_CONSENSUS_LOWER_CONFIDENCE
OSHA-SIR-2024010267,OSHA_SIR,2024010267,An employee took a CRT tube that was being rigged down. He got on the catwalk that takes him to the rig to put on the lift cap when the tube slipped and struck his foot. He was hospitalized and his right big toe was amputated.,UNCERTAIN,0.6,Falling material of unspecified mass or height,Material struck a worker,Support or containment failed,Severity depends on missing energy and geometry,"The report lacks enough mass, fall-height, and body-position detail for a defensible binary judgment.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,UNCERTAIN,,UNCERTAIN,AI_SOL_DUAL_PASS_UNCERTAIN
