incident_id,source,source_record_id,narrative,activity,source_native_outcome,sif_label,annotation_status,label_provenance,annotation_version,duplicate_group,normalized_narrative_sha256,model_input_allowlist,split
OSHA-SIR-2015010736,OSHA_SIR,2015010736,Employee was working on a can wrench without the lock out/tag out system in place. The jaws of the machine opened and retracted smashing and amputating the tip of the middle finger on his left hand.,Caught in running equipment or machinery during regular operation,Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-6dba075723d0,6dba075723d078cfee049c340a3d2b966ebf3cdae600c9519bd9a6e41bcda68f,narrative,development
OSHA-SIR-2015020241,OSHA_SIR,2015020241,An employee put a valve into the hole of an oil well as part of the process to plug the well. Pressure built up behind the valve causing it to explode out of the hole. One of the employee's legs was severely injured and is being medically amputated.,"Struck by dislodged flying object, particle",Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-9aade0235efb,9aade0235efb73ac4ac519a11cd03fe79e8df9df5243ad7965797a38233a9760,narrative,development
OSHA-SIR-2015021361,OSHA_SIR,2015021361,"An employee tripped and fell to the ground. The employee landed on his knees in a pile of hot petroleum coke. The employee sustained burns on both legs from the coke, and possibly the hot steam. The employee was taken by ambulance to Christiana Hospital, and later transferred to Crozer-Chester Medical Center in Chester, Pennsylvania. The employee sustained 2nd degree burns on his legs, and 3rd degree burns on his ankles.","Fall on same level due to tripping, n.e.c.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-fd3fcc259fcb,fd3fcc259fcb5c78019031e03768e29f9a98dc542a093667a460904f03d1dd2a,narrative,development
OSHA-SIR-2015041924,OSHA_SIR,2015041924,"An employee was performing cementing operations on a drilling rig. While using an air hoist to hoist a cement plug over a pipe, his thumb got caught between the ""wing"" of the plug and the plug itself. He sustained an amputation to the left-hand thumb up to the knuckle.",Compressed or pinched by shifting objects or equipment,Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-6afb6f18a977,6afb6f18a977749c402518884cd922b96b04cc8d4785d1b6529f1aa576eadaca,narrative,development
OSHA-SIR-2015041925,OSHA_SIR,2015041925,"On or about 11 April 2015, at approximately 0830 hours, a Brazos Rock Energy employee received burns on his wrist and face when flammable gasses that accumulated during a pipeline hot tap ignited. The employee was helping a welder weld the pipe sections together when two pin-sized holes on a section of pipe 10 feet from the operation leaked flammable gasses into the pipe and surrounding area. The gasses accumulated to a level sufficient enough to cause a flash fire, which burned the employee.","Ignition of vapors, gases, or liquids",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,osha-text-931363a8d2a4,931363a8d2a4f4c62013ecbb2cca2798f66887e0c2eaee718ff522403a38ef82,narrative,development
OSHA-SIR-2015041930,OSHA_SIR,2015041930,An employee heard a hissing sound from pressure while breaking pipe joints. He then jumped from the rig floor six feet above ground and broke his leg when he landed.,Other jump to lower level 6 to 10 feet,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,osha-text-2977915dc685,2977915dc685c3db502480d720a7033b8c7453a83eef85443f9a7772b573a139,narrative,development
OSHA-SIR-2015042100,OSHA_SIR,2015042100,An employee received a head injury when a pressurized line came apart.,"Contact with objects and equipment, unspecified",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-923a4a93fbeb,923a4a93fbeb35ebb72ab6c61c37defa166c131e0a626156ee0201108635e958,narrative,development
OSHA-SIR-2015052903,OSHA_SIR,2015052903,"An employee's arm got caught in conveyor belt guide rollers while troubleshooting the equipment, resulting in hospitalization.","Caught in running equipment or machinery during maintenance, cleaning ",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-1b4221b0f9a2,1b4221b0f9a2132d25cd65256bb4096d6abf32021cd503f41097ee5895f2acd6,narrative,development
OSHA-SIR-2015074428,OSHA_SIR,2015074428,"An employee got caught between a trailer and truck while directing the truck driver to back up. The employee's leg was crushed, and the employee was hospitalized.",Pedestrian struck by vehicle backing up in nonroadway area,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-ba548a7e2a2f,ba548a7e2a2f8782ab97f4d4f17a9f274dccbe1a577885abe1aa19dd362ecf99,narrative,development
OSHA-SIR-2015085625,OSHA_SIR,2015085625,"During pipeline construction and while stringing pipe, a track hoe operator was unloading pipe from a delivery truck when an employee walked behind the track hoe on the operator's blind side. The track hoe backed up onto the employee's left foot amputating it.",Pedestrian struck by vehicle backing up in nonroadway area,Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-8bf79a1ef2b6,8bf79a1ef2b61812cdad08fb62b034ef6932ab86d2fbba4c2ce55185ed9efd65,narrative,development
OSHA-SIR-2015096294,OSHA_SIR,2015096294,An employee was bitten by a rattlesnake.,Stings and venomous bites,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-near-226c05375b5a,be660e831dcc05b431b6999cf055d42a0bdb4b72b7a8562eb4cab59e9b7a4a24,narrative,development
OSHA-SIR-2015118264,OSHA_SIR,2015118264,"An employee removed a blow out preventer (BOP) from a well head. The BOP was suspended by the rig. While suspended, the BOP started rotating catching the employee's left ring fingertip between the BOP and the stationary well head resulting in amputation.","Struck by swinging or slipping object, other than handheld, n.e.c.",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,SIF_POTENTIAL,accepted_ai_assisted_binary,existing_ai_assisted_consensus_v0_1,existing-ai-consensus-v0.1,osha-text-2258c4516135,2258c4516135b654fef271f0205eb990c2ccf1110b26b0af0a0fccfeb901601f,narrative,development
OSHA-SIR-2015118789,OSHA_SIR,2015118789,"Two maintenance employees were troubleshooting a switch gear at an unmanned pipeline compressor station when an arc flash occurred. One employee was hospitalized after receiving burns on his hands and face. Another employee was treated, but was not hospitalized.","Direct exposure to electricity, unspecified",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-9a313e9153b8,9a313e9153b85bb990badb79470fcb066e6a6dd93c34733cd8aebd5976e203f0,narrative,development
OSHA-SIR-2015118874,OSHA_SIR,2015118874,"An employee was welding two sections of pipe on top of a skid platform. The skid platform (2 feet high) collapsed, and the pipe rolled onto the employee's lower leg, fracturing the right ankle. The employee was hospitalized overnight.",Struck by object or equipment rolling freely,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-a641dbb33aa0,a641dbb33aa04e9df688d072c17fc07884735cecd987ee7f823d5367004360a0,narrative,development
OSHA-SIR-2016010251,OSHA_SIR,2016010251,"An employee was performing gouging operations on the internal surfaces of a vessel when a flash fire occurred. The employee received burns to the upper chest, arms, and legs (approximately 44% of body) and was hospitalized for treatment of burns and smoke inhalation.","Fire, unspecified",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,osha-text-2677307daaf7,2677307daaf79d975ae7ecd17c7b6e0417579af655bea4788fdef0028aa55277,narrative,development
OSHA-SIR-2016032350,OSHA_SIR,2016032350,An employee had replaced a clutch in a drive belt when he tripped on the concrete base and struck his left hand on the unit frame. His fingertip and a small amount of bone were amputated.,Fall on same level due to tripping over an object ,Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,NON_SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-3cfe2d0681ee,3cfe2d0681ee08c0b49f78d3601f28e404cb2f5e77f63d1c8c4e8a4a3411cdd1,narrative,development
OSHA-SIR-2016043242,OSHA_SIR,2016043242,"An employee was observing a pipe liner as it was being extended to the stationary steel pipe in the ground. The pipe liner was slightly offline, and the employee tried to manually guide it in place right as it was making contact with the pipe. The liner jerked up as he was leaning over it and it hit him in the chin with force. He suffered a chin laceration requiring 5 stitches and was knocked unconscious. Employee was hospitalized overnight.","Struck by object or equipment, n.e.c.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,osha-text-5ae166aec14e,5ae166aec14eea7ecd784e5279965e93e87144748fa95270ac04c8afad9dee2e,narrative,development
OSHA-SIR-2016054654,OSHA_SIR,2016054654,"An employee climbed a ladder to assess the next level of a metal roof. He stepped on a shingle and fell 8 feet through the roof to the ground, breaking his right index finger, left middle finger, right hip, and back.",Fall through surface or existing opening 6 to 10 feet,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,osha-text-d58bc50e18af,d58bc50e18af1c79c898a5fa0cdfca9e417320f2f4857d45336ea2d987333501,narrative,development
OSHA-SIR-2016055851,OSHA_SIR,2016055851,"An employee was delivering parts when the employee's vehicle became stuck. As the employee attempted to dislodge the vehicle, the grass caught on fire and the employee fell approximately 6 to 8 feet into a ravine. The employee suffered a second degree burn to the left forearm, a broken rib, a punctured lung, and a broken collarbone.",Forest or brush fire,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,osha-text-40faf63d4d93,40faf63d4d933fa985bdc50d8cd1efa21716df165d37bfa5930449a29f120c73,narrative,development
OSHA-SIR-2016076909,OSHA_SIR,2016076909,"While conducting well-servicing operations, an employee was setting up the work floor of a workover rig. The employee slipped on loose dirt, causing him to lose his grip on the wing portion of the rig floor. The wing portion fell, landing on his left ring finger and amputating the fingertip.","Struck by object or equipment, unspecified",Hospitalized=0.00; Amputation=1.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-e8091a90be83,e8091a90be83734a4a0094fc4b042b401acf96cb595f3dd6431027f2d78fc149,narrative,development
OSHA-SIR-2016109353,OSHA_SIR,2016109353,An employee fell into a hole that was 18 feet deep and was hospitalized with a broken nose and cheek and jaw injuries.,Fall through surface or existing opening 16 to 20 feet,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,osha-text-f4bc789dcd8d,f4bc789dcd8d0215f93b1e0d702f047d81cb1db3911a2cd415a96c6e6ac352e6,narrative,development
OSHA-SIR-2017010232,OSHA_SIR,2017010232,An employee was driving when his vehicle hit a fire hydrant. He injured his left knee.,"Nonroadway collision with object other than vehicle, n.e.c.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,NON_SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-cfc2a22f4465,cfc2a22f446518f47ca0ba83ecf15915bc11b1b6b9baec640e07161121f0fc88,narrative,development
OSHA-SIR-2017021205,OSHA_SIR,2017021205,An employee was working in a six foot trench and suffered a fractured ankle when the trench caved in.,Excavation or trenching cave-in,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,osha-text-4e70d9bc5137,4e70d9bc51370ec30eb9e2ca2c05f5e3b7f7c4c438f8b92992e3364a2745badc,narrative,development
OSHA-SIR-2017021801,OSHA_SIR,2017021801,"An employee was standing next to a bore pipe observing the work. An excavator was being used to pull an auger bit out of the bore pipe. A chain was attached to the excavator to pull the auger sections. While the excavator was pulling the auger, the chain failed and whiplashed into the employee's face. The employee lost the left eye and suffered a right orbital socket fracture.","Struck by dislodged flying object, particle",Hospitalized=1.00; Amputation=0.00; Loss of Eye=1.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-9985aed34863,9985aed348631ec9fefcf6d710c1180e12a4f89bda6432322811578963dda66b,narrative,development
OSHA-SIR-2017043721,OSHA_SIR,2017043721,"Employees were depressurizing a level bridle when the hose between the bridle and the flare system broke releasing hydrofluoric acid (HF). The two employees were exposed to the chemical vapor resulting in injury to their eyes, facial skin and lungs. Both employees were hospitalized.",Inhalation of harmful substance-single episode,Hospitalized=2.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-398b92bd85e1,398b92bd85e1c07124199e4ab4b8fce7644ad5da712308adf3e2c310d3646894,narrative,development
OSHA-SIR-2017054249,OSHA_SIR,2017054249,"An employee was re-erecting goal posts below a power line when the stringer of flags on one end of the goal posts became hung up on the passenger-side rear-view mirror of a haul truck. The injured employee was attempting to free the stringer of flags when a coworker raised a PVC pipe to place it over a t-post. The top of the PVC pole, where the stringer of flags was tied, came into contact with the overhead power line. The employee sustained burns to his left arm, left hand, and right foot. He was hospitalized for surgery.","Indirect exposure to electricity, greater than 220 volts",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,corrected_supported_secondary_review,teammate_manual_plus_ai_assisted_secondary_review,sif-label-review-v0.2.0,osha-text-3ac187e81406,3ac187e814068d407c4bf925a8f2c69f73c5c6db50cf18a322e467d641f28bab,narrative,development
OSHA-SIR-2017054463,OSHA_SIR,2017054463,An employee was reaching onto a shelf when the employee lost balance and their ring was caught on the shelf resulting in a left ring finger degloving.,"Contact with objects and equipment, n.e.c.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-eee95916dc61,eee95916dc6195c5301b50342bd2f69c2445e63fc7e1569f6b2d49aceaddad72,narrative,development
OSHA-SIR-2017054820,OSHA_SIR,2017054820,"An employee and a coworker were attempting to loosen rusted bolts using a wrench and a sledgehammer. The employee was holding the wrench while the coworker struck the bolts with the sledgehammer. As the employee began to stand up, his coworker struck him with the sledgehammer, breaking his left middle finger.",Injured by slipping or swinging object held by other person,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,NON_SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-a0a3f121a563,a0a3f121a5630805fe50ab3c4c272aa32ba6afb9ad6be7b4fe804f70500e0d88,narrative,development
OSHA-SIR-2017088097,OSHA_SIR,2017088097,An employee was adjusting the high/low switch on his truck-mounted welder. He was turning around when he lost his footing because it had just rained and his truck bed was slick. He went to steady himself and reached to grab onto something with his hands. His right hand slid underneath the cowling of his welder and two fingers were severely lacerated by the motor fan blades. He was hospitalized.,Slip on vehicle without fall-nontransport,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,NON_SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-5d9d8edc0da6,5d9d8edc0da650ecee2dff1b56cfdcaba68790676cc76623f96db9645516e370,narrative,development
OSHA-SIR-2017109605,OSHA_SIR,2017109605,"An employee fell while installing safety clamps. During the fall, the employee's left pinky finger was caught and partially amputated between a safety clamp and a pipe.","Fall, slip, trip, unspecified ",Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00,NON_SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-a9fc27199c9f,a9fc27199c9fe3d71780292c5b8aec58fa0a4a7c004bb4eaec07a787acac0fcf,narrative,development
OSHA-SIR-20171110941,OSHA_SIR,20171110941,"An employee was watching a sub-winch cable run through sheaves to ensure that the cable was running smoothly when he noticed slack due to the cable coming off the sheave. He grabbed the cable with his left hand for balance and placed his right foot on the lower section of the cable to push it into the sheave. The cable then broke free into the sheave, consequently creating tension on the cable, which cut his right foot and three left-hand fingers. His three middle left-hand fingers were amputated, and his right foot was partially amputated.","Caught in running equipment or machinery during maintenance, cleaning ",Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-174b51d2f626,174b51d2f6269bb91613d867e286215ebc967dbc6eb44daf74a9373ac1118bac,narrative,development
OSHA-SIR-2018021180,OSHA_SIR,2018021180,"An employee was using a telehandler to move cargo when a front loader lost traction at the top of a hill and slid down into the telehandler as the employee was trying to get out, crushing his right leg and pelvis.","Nonroadway collision with other vehicle, unspecified",Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-8b40329e60ce,8b40329e60ceb805008fe268ab671f88cabfb9e97249437660fdb0e458ed50fd,narrative,development
OSHA-SIR-2018021922,OSHA_SIR,2018021922,"While conducting rig-up operations, two employees were carrying a 2-inch joint of iron piping when the first employee dropped the joint on the second employee's finger. His right middle finger was crushed between the falling pipe and piping that was on the ground, resulting in an amputation.",Struck by object or equipment dropped by other person,Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-98854826b508,98854826b508b9675a4f2a07fd5b5c02a10b1dffeafd554a6ba2743e7c42a282,narrative,development
OSHA-SIR-2018032178,OSHA_SIR,2018032178,An employee was loosening a plug on a union. The pipe wrench fell and the employee lost his balance causing him to step awkwardly and break a leg.,"Other exertions or bodily reactions, n.e.c.",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,NON_SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-09e84d9e18fa,09e84d9e18fae828b1ed31a62001dc211daa0825252d62f83db248aa3de336fe,narrative,development
OSHA-SIR-2018033060,OSHA_SIR,2018033060,"Employees were repairing a cooling unit on a new oil tank battery when a piping union failed and struck the injured employee, who suffered an amputation of the right leg below the knee.","Struck by falling object or equipment, n.e.c.",Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-46c8ec273408,46c8ec273408fb85e3eb170de71d33236dded21cd1d14327649f69475ff24fbf,narrative,development
OSHA-SIR-2018054817,OSHA_SIR,2018054817,A piece of wood/splinter from a wooden crate embedded in an employee's left thigh.,"Struck against stationary object or equipment, unspecified",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,NON_SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-5d640176daf6,5d640176daf62925ff50dd49c568bbae5561e9940e228829711cc4c72e285e62,narrative,development
OSHA-SIR-2018099398,OSHA_SIR,2018099398,"An employee was riding in the back of a company work truck when a pipe roller made contact with his hand, causing multiple fractures.","Struck by shifting load during transport, roadway",Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,accepted_ai_assisted_binary,existing_ai_assisted_consensus_v0_1,existing-ai-consensus-v0.1,osha-text-77c35cdaf844,77c35cdaf844f0be8607962b8eda9729966a7b69f24ba9b0bf7c379d0f5bd1dc,narrative,development
OSHA-SIR-20181010628,OSHA_SIR,20181010628,"Four Turner employees were working to remove discharge piping to make modifications. While removing the piping from pumps, the crew placed the pipe (approximately 300 lbs.) onto a cart. It rolled unexpectedly and pinched an employee's left ring finger between it and the cart rail, resulting in a fingertip amputation.",Struck by object or equipment rolling freely,Hospitalized=1.00; Amputation=1.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-12e7964babc6,12e7964babc6182498c54394c1227b7969a63ca49fc7267b08da9c9a021a2417,narrative,development
OSHA-SIR-20181212860,OSHA_SIR,20181212860,"Upon completion of his delivery at a customer's location, a driver returned to the truck, placed his feet on the driver's side step, reached into the cab and turned off the power take off. The truck began to roll. The driver tried to enter the cab to apply the brakes, but just before being able to stop the truck, the right front wheel exited the pavement causing the truck to roll onto its right side. The driver went over the truck landing onto the driveway below. The vehicle continued to roll over, crushing the left side on a rock. The truck came to rest with the damaged step straddling the driver's right leg, fracturing his right ankle.",Struck or run over by rolling powered vehicle,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,accepted_ai_assisted_binary,existing_ai_assisted_consensus_v0_1,existing-ai-consensus-v0.1,osha-text-91e2c75982ec,91e2c75982eca1e1a9b25b5f17ccdaecdfec99888abf7284637d5f7f54b16c2f,narrative,development
OSHA-SIR-2019011040,OSHA_SIR,2019011040,"An employee was operating a forklift and staging 10"" pipe on a concrete parking lot. The first joint of pipe was set down and the second joint was being retrieved when the first joint began to roll. The employee secured the forklift and went to stop the pipe from rolling, but was struck by the rolling pipe on the back of his leg. The employee fell and the pipe rolled up his leg. The employee suffered a broken foot.",Struck by object or equipment rolling freely,Hospitalized=1.00; Amputation=0.00; Loss of Eye=0.00,SIF_POTENTIAL,retained_teammate_label,teammate_manual_label,sif-label-review-v0.2.0,osha-text-0fd242cb2788,0fd242cb27881c47ab271da71e8b3ad5169e540e14772b6bbdce6646427572d3,narrative,development
